canonical_person_id,canonical_full_name,canonical_national_id,canonical_phone,canonical_email,canonical_dob,canonical_gender,canonical_county,canonical_sub_county,canonical_ward,canonical_address
2726,Kerubo Kenei,35313782,072111659,kerubo.kenei@yahoo.com,1982-03-13,Male,Nakuru,Molo,Turi,"Plot 457, Lane 10, Karen"
2727,Chepkoech Owuor Nyambane,63547436,070908237,chepkoech.nyambane@yahoo.com,1962-08-03,Female,Kakamega,Khwisero,Kisa East,"House 123, Argwings Kodhek Drive, Jogoo"
2728,Syombua Bett,29969152,073566760,syombua.bett@gmail.com,1961-02-10,Male,Bungoma,Bumula,Khasoko,"Plot 355, Lane 10, Mombasa Road"
2729,Cynthia Mwikali,97146005,075143566,cynthia.mwikali@outlook.com,2001-07-02,Male,Mombasa,Nyali,Frere Town,"House 418, Garden Estate Drive, Langata"
2730,Mbaka Peter Gacheru,58645001,076465022,mbaka.gacheru@gmail.com,1992-03-17,Male,Kilifi,Kilifi South,Shimo la Tewa,"Plot 310, Lane 20, Kilimani"
2731,Ochieng Kipkirui,67192629,072457371,ochieng.kipkirui@gmail.com,1974-11-13,Male,Trans Nzoia,Endebess,Endebess,"House 449, Kiambu Road Drive, Ruiru"
2732,Kagendo Kipkemboi,31035769,076628060,kagendo.kipkemboi@gmail.com,1972-04-02,Female,Bomet,Konoin,Chepchabs,"House 111, Kiambu Road Drive, Limuru"
2733,John Awiti Nyambane,68602342,074858911,john.nyambane@outlook.com,1953-05-06,Female,Bungoma,Sirisia,Namwela,"Plot 464, Lane 5, Mugumo"
2734,Daniel Timothy Opiyo,47110818,075590044,daniel.opiyo@gmail.com,1991-03-23,Female,Bungoma,Sirisia,Malakisi/South Kulisiru,"Plot 132, Lane 9, Mugumo"
2735,Mwikali Kipkorir Awino,79932036,078258828,mwikali.awino@hotmail.com,1983-08-04,Female,Kiambu,Kikuyu,Sigona,"House 308, Tom Mboya Avenue, Likoni"
2736,Aaron Onyango Towett,99338984,075292300,aaron.towett@hotmail.com,1972-01-21,Female,Meru,Buuri,Kisima,"House 73, Kangundo Drive, Juja"
2737,Mokua Gikonyo,13727541,077369426,mokua.gikonyo@yahoo.com,1956-07-17,Male,Kiambu,Ruiru,Kiuu,"Plot 470, Lane 4, Lavington"
2738,Ongeri Mohamed,36970791,076653655,ongeri.mohamed@hotmail.com,1959-03-22,Male,Kiambu,Kabete,Kabete,"House 72, Kiambu Road Drive, Ruaraka"
2739,Naserian Juma,93792514,070407031,naserian.juma@gmail.com,1970-10-02,Female,Turkana,Turkana East,Lokichar,"Plot 298, Lane 6, Thika"
2740,Kemunto Maina,97458429,070211266,kemunto.maina@yahoo.com,1984-02-26,Male,Kisumu,Kisumu Central,Kaloleni,"Plot 253, Lane 7, Jogoo"
2741,Agnes Wairimu,34644621,074200494,agnes.wairimu@outlook.com,1991-01-07,Male,Nakuru,Kuresoi South,Keringet,"House 184, Kiambu Road Avenue, Garden Estate"
2742,Rebecca Awino,22925216,072828216,rebecca.awino@yahoo.com,1972-03-15,Female,Uasin Gishu,Kapseret,Megun,"Plot 93, Lane 17, River Road"
2743,Robert Gathoni Ogero,61335115,075714847,robert.ogero@gmail.com,1991-02-10,Male,Machakos,Mavoko,Muthwani,"House 357, Juja Avenue, Ngong"
2744,Chebet Kasina,60914313,075772196,chebet.kasina@yahoo.com,1979-04-22,Male,Trans Nzoia,Cherangany,Sitatunga,"Plot 394, Lane 6, Mombasa Road"
2745,Thomas Kimutai,54952046,010552001,thomas.kimutai@gmail.com,2003-07-28,Male,Nairobi,Dagoretti South,Mutuini,"Plot 429, Lane 17, Jogoo"
2746,Faith Awiti Kamande,89064828,076572143,faith.kamande@yahoo.com,1992-02-26,Male,Nairobi,Kasarani,Njiru,"House 459, Karen Street, Kangundo"
2747,Lois Chepkorir Gacheru,75026294,010562398,lois.gacheru@yahoo.com,1979-06-08,Male,Kiambu,Lari,Kamburu,"House 351, Parklands Road, Ngong"
2748,Mutisya Wamalwa Otieno,83818646,011188164,mutisya.otieno@yahoo.com,1995-10-16,Male,Machakos,Machakos Town,Kalama,"House 419, Ruaraka Street, Mombasa Road"
2749,Paul Mohamed,90836216,078717141,paul.mohamed@gmail.com,1978-12-09,Female,Uasin Gishu,Turbo,Tapsagoi,"Plot 129, Lane 16, Kilimani"
2750,Okoth Kilonzo,21056868,010342892,okoth.kilonzo@hotmail.com,1992-10-20,Female,Nairobi,Lang'ata,Nyayo Highrise,"House 330, Argwings Kodhek Drive, Mombasa Road"
2751,Isaiah Auma Juma,25978403,075970600,isaiah.juma@gmail.com,2001-06-19,Male,Uasin Gishu,Ainabkoi,Kaptagat,"Plot 459, Lane 11, Mombasa Road"
2752,Rebecca Nduku Wairimu,86963274,010834015,rebecca.wairimu@yahoo.com,1955-05-06,Female,Nairobi,Kibra,Makina,"Plot 28, Lane 13, Thika"
2753,Nabea Kihika,56553684,072356381,nabea.kihika@gmail.com,1992-12-24,Female,Nairobi,Dagoretti South,Mutuini,"Plot 258, Lane 2, River Road"
2754,Wangari Musila,25694621,011958597,wangari.musila@outlook.com,1991-04-03,Male,Bungoma,Kanduyi,Marakaru/Tuuti,"Plot 58, Lane 12, Waiyaki"
2755,Esther Wamuyu,58437433,010839343,esther.wamuyu@outlook.com,1953-06-21,Male,Mombasa,Mvita,Tudor,"House 210, Likoni Road, Tom Mboya"
2756,Kagwiria Njeri Mwakisha,46018367,075815133,kagwiria.mwakisha@gmail.com,1963-08-15,Male,Nakuru,Molo,Elburgon,"Plot 148, Lane 6, Ruiru"
2757,Muthoka Wamalwa,90824141,073960777,muthoka.wamalwa@gmail.com,1988-02-22,Male,Bomet,Konoin,Boito,"Plot 325, Lane 14, Thika Superhighway"
2758,Mueni Daniel Kagwe,11812674,076376260,mueni.kagwe@gmail.com,1989-11-19,Male,Kakamega,Ikolomani,Idakho Central,"House 358, Mugumo Street, Westlands"
2759,Munyao Awiti,38731535,079741041,munyao.awiti@gmail.com,1989-12-07,Male,Mombasa,Nyali,Ziwa la Ng'ombe,"Plot 189, Lane 8, Thika"
2760,Kasina George Karanja,36369313,078670320,kasina.karanja@hotmail.com,1971-03-01,Female,Kilifi,Kilifi North,Tezo,"House 264, Ngong Road, Kikuyu"
2761,Mogaka Robert Mohamed,29263249,070541373,mogaka.mohamed@gmail.com,1998-05-19,Male,Kakamega,Lugari,Chekalini,"Plot 384, Lane 18, Tom Mboya"
2762,Mueni Alice Nyambane,95705986,071246508,mueni.nyambane@gmail.com,1979-12-04,Female,Nakuru,Bahati,Kiamaina,"Plot 222, Lane 10, Garden Estate"
2763,Caroline Jonah Jepkorir,46428687,077391148,caroline.jepkorir@outlook.com,1980-01-12,Male,Kilifi,Kaloleni,Kaloleni,"Plot 59, Lane 5, Thika"
2764,Chepngeno Monica Okello,86952622,071941267,chepngeno.okello@gmail.com,1966-07-15,Male,Meru,North Imenti,Mweronkanga,"Plot 18, Lane 1, Kikuyu"
2765,Gitobu Martha Mbaka,15651583,010558976,gitobu.mbaka@gmail.com,1989-06-14,Female,Kakamega,Shinyalu,Isukha South,"House 139, Athi River Street, Lenana"
2766,Wafula Kanana Kiarie,48949856,079394097,wafula.kiarie@gmail.com,1967-07-27,Female,Nairobi,Dagoretti South,Waithaka,"House 409, Ruiru Road, Kileleshwa"
2767,Chepkorir Ondieki Kimutai,77779642,079771485,chepkorir.kimutai@gmail.com,1998-04-03,Female,Kakamega,Ikolomani,Idakho South,"Plot 182, Lane 5, Lavington"
2768,Opiyo Wanjohi,62879989,079597887,opiyo.wanjohi@gmail.com,1973-02-14,Male,Nairobi,Lang'ata,Nyayo Highrise,"Plot 139, Lane 13, Parklands"
2769,Allan Awiti Ndegwa,98565484,073999367,allan.ndegwa@gmail.com,1992-12-14,Female,Nyeri,Othaya,Chinga,"Plot 471, Lane 7, Argwings Kodhek"
2770,Kimeu Omar,78238599,073387328,kimeu.omar@gmail.com,1995-09-13,Male,Kiambu,Ruiru,Gatong'ora,"Plot 312, Lane 8, Tom Mboya"
2771,Atieno Ondieki Kemei,16027748,075587893,atieno.kemei@yahoo.com,1969-04-18,Female,Kisumu,Nyakach,North Nyakach,"Plot 364, Lane 6, Mombasa Road"
2772,Anyango Ochieng,44612609,078535777,anyango.ochieng@hotmail.com,1998-05-20,Female,Nakuru,Molo,Turi,"Plot 388, Lane 15, Moi Avenue"
2773,Kipkoech Paul Githinji,46243299,071335280,kipkoech.githinji@gmail.com,1989-03-17,Male,Kisumu,Nyando,East Kano/Wawidhi,"Plot 181, Lane 2, Garden Estate"
2774,Jacqueline Awiti Lubanga,25651239,011578416,jacqueline.lubanga@yahoo.com,1979-09-24,Male,Nairobi,Dagoretti North,Gatina,"House 428, Ngong Road Drive, Mombasa Road"
2775,Ochieng Rimberia Kebaso,49953071,074222854,ochieng.kebaso@gmail.com,1986-01-17,Female,Bungoma,Kanduyi,Buokhwe,"Plot 76, Lane 8, Kiambu"
2776,Senteu Naliaka Lubanga,48309461,011135467,senteu.lubanga@outlook.com,1997-06-08,Male,Nakuru,Bahati,Bahati,"Plot 456, Lane 7, River Road"
2777,Janet Kihumba,24135622,011877371,janet.kihumba@outlook.com,1992-12-06,Male,Mombasa,Kisauni,Bamburi,"House 183, Parklands Drive, Ruiru"
2778,Marete Kosgei,56462427,079334523,marete.kosgei@hotmail.com,1997-09-03,Female,Kisumu,Kisumu Central,Nyalenda 'B',"Plot 330, Lane 8, Jogoo"
2779,Rimberia Kaimenyi Kinya,13680680,011249600,rimberia.kinya@gmail.com,1983-04-02,Male,Machakos,Mavoko,Kinanie,"Plot 266, Lane 17, Waiyaki"
2780,Masinde Akinyi Kimutai,85698866,078660956,masinde.kimutai@gmail.com,1985-05-03,Female,Turkana,Turkana West,Lopur,"Plot 332, Lane 4, Mombasa Road"
2781,Wafula Lenguro,49379157,011875727,wafula.lenguro@gmail.com,1976-01-25,Female,Nakuru,Kuresoi South,Tinet,"Plot 176, Lane 3, Kasarani"
2782,Kioko Kaimenyi Okoth,92108031,072711941,kioko.okoth@yahoo.com,1977-10-15,Female,Kisumu,Muhoroni,Muhoroni/Koru,"Plot 390, Lane 2, Garden Estate"
2783,Anna Awino Oduya,76510566,010256876,anna.oduya@gmail.com,1993-05-24,Female,Meru,Tigania East,Kiguchwa,"House 377, Westlands Drive, Likoni"
2784,Kipkemoi Kemei,78131606,079453873,kipkemoi.kemei@yahoo.com,1979-12-07,Female,Uasin Gishu,Ainabkoi,Kapsoya,"House 170, Lavington Avenue, Karen"
2785,Wamalwa Kamotho,43225720,011463318,wamalwa.kamotho@outlook.com,2004-01-26,Male,Kiambu,Ruiru,Gatong'ora,"Plot 363, Lane 14, Kitisuru"
2786,Cherotich Alice Wabomba,90190366,073956666,cherotich.wabomba@yahoo.com,1979-01-27,Female,Kilifi,Kaloleni,Kayafungo,"House 411, Ngong Road Street, River Road"
2787,Syombua Ogero,10341866,071404744,s.o@gmail.com,1968-04-28,Male,Kisumu,Kisumu East,Nyalenda 'A',"Plot 443, Lane 10, Kangundo"
2788,Ondieki Wambui Okello,69082766,079946951,ondieki.okello@gmail.com,1985-05-21,Male,Kiambu,Kikuyu,Sigona,"Plot 203, Lane 5, Kileleshwa"
2789,Auma Wamuyu,37715114,078594375,auma.wamuyu@outlook.com,1997-04-04,Male,Nakuru,Bahati,Lanet/Umoja,"House 312, Kasarani Road, Kenyatta"
2790,Njuguna Wamalwa,75851188,076317264,njuguna.wamalwa@gmail.com,1956-02-06,Male,Bomet,Bomet East,Merigi,"House 469, Jogoo Avenue, Kenyatta"
2791,Lois Onsongo,79953085,075881140,lois.onsongo@gmail.com,1957-01-26,Male,Uasin Gishu,Ainabkoi,Kapsoya,"Plot 326, Lane 1, Langata"
2792,Ongeri Mutheu Omondi,14740156,079767233,ongeri.omondi@gmail.com,1984-12-06,Male,Kakamega,Mumias West,Etenje,"Plot 138, Lane 7, Ngong"
2793,Kiprono Rose Nekesa,86650544,073409665,kiprono.nekesa@outlook.com,1995-08-11,Female,Kilifi,Kilifi South,Mwarakaya,"House 176, Juja Drive, Kangundo"
2794,Muthaa Mwania,68099856,075697028,muthaa.mwania@yahoo.com,1971-07-24,Female,Turkana,Turkana South,Katilu,"House 319, Kilimani Avenue, Kasarani"
2795,Momanyi Stephen Maingi,40070581,070101906,momanyi.maingi@hotmail.com,1974-11-06,Male,Nairobi,Kibra,Woodley,"Plot 286, Lane 11, Kikuyu"
2796,Martin Atieno,78887438,074706128,martin.atieno@yahoo.com,1982-06-27,Female,Trans Nzoia,Kwanza,Kapomboi,"House 162, Ruaraka Street, Kangundo"
2797,Kamau Githinji,64875713,073370492,kamau.githinji@gmail.com,1983-04-18,Male,Nyeri,Kieni,Thegu,"Plot 171, Lane 16, Thika"
2798,Lois Momanyi,89951297,011287886,lois.momanyi@hotmail.com,1979-12-08,Male,Bomet,Chepalungu,Nyongores,"Plot 69, Lane 20, Garden Estate"
2799,Ronald Mwango,30892409,074439321,ronald.mwango@hotmail.com,1968-05-02,Male,Kisumu,Muhoroni,Chemelil,"Plot 248, Lane 2, Jogoo"
2800,Adhiambo Isaiah Kasina,97956703,011740758,adhiambo.kasina@gmail.com,1980-11-11,Female,Nakuru,Subukia,Subukia,"House 367, Kenyatta Avenue, Ruiru"
2801,Okoth Oseko,19172109,076412853,okoth.oseko@gmail.com,1980-04-12,Female,Nairobi,Kibra,Laini Saba,"Plot 107, Lane 8, Langata"
2802,Nicholas Kamotho,10713121,073422330,nicholas@yahoo.com,1990-02-11,Female,Nairobi,Kibra,Lindi,"Plot 158, Lane 9, Mombasa Road"
2803,Catherine Mwania,21486731,079352872,catherine.mwania@outlook.com,1995-07-07,Female,Kiambu,Ruiru,Gatong'ora,"Plot 309, Lane 19, Limuru"
2804,Hope Ondieki Mworoa,26571117,079615842,hope.mworoa@outlook.com,1983-02-27,Female,Kiambu,Kikuyu,Kinoo,"House 75, Ruaraka Street, Kikuyu"
2805,Nashipae Cherono Kenei,20135658,076369155,nashipae.kenei@outlook.com,1999-08-04,Male,Uasin Gishu,Moiben,Sergoit,"Plot 65, Lane 5, Likoni"
2806,Wamalwa Njuguna Rimberia,59388622,011395124,wamalwa.rimberia@outlook.com,1978-11-20,Female,Uasin Gishu,Moiben,Tembelio,"Plot 376, Lane 14, Ruiru"
2807,Timothy Musyoka Mugo,64788573,078674161,timothy.mugo@yahoo.com,1986-06-17,Female,Trans Nzoia,Cherangany,Motosi,"Plot 1, Lane 13, Moi Avenue"
2808,Senteu Irene Kasina,64003293,079210231,senteu.kasina@gmail.com,1990-07-21,Female,Meru,Tigania West,Kianjai,"Plot 254, Lane 7, Kangundo"
2809,Gichuru Mueni Mutua,97671253,010451240,gichuru.mutua@gmail.com,2004-06-15,Male,Uasin Gishu,Turbo,Kamagut,"House 33, Ruiru Avenue, Kikuyu"
2810,Nahum Gitobu,96754681,074270253,nahum.gitobu@hotmail.com,1986-02-06,Male,Kakamega,Matungu,Kholera,"House 206, Thika Avenue, Mugumo"
2811,Kipchumba Kangogo,77285702,073849086,kipchumba.kangogo@gmail.com,1971-11-12,Male,Nakuru,Gilgil,Murindat,"House 97, Kiambu Road Drive, Kenyatta"
2812,Jonathan Emily Jepkorir,14478997,070391980,jonathan.jepkorir@gmail.com,1979-07-28,Female,Kisumu,Kisumu East,Nyalenda 'A',"House 104, Kitisuru Road, Kiambu Road"
2813,Mugo Mwinyi,11263526,072447924,mugo.mwinyi@gmail.com,1971-07-15,Male,Kakamega,Ikolomani,Idakho East,"Plot 373, Lane 13, Waiyaki"
2814,Martin Musyoka Keter,67012426,074662325,martin.keter@yahoo.com,1955-11-01,Female,Nairobi,Dagoretti North,Kilimani,"Plot 199, Lane 19, River Road"
2815,Judy Gathoni Mutwiri,83541478,071856005,judy.mutwiri@outlook.com,2001-11-23,Female,Nairobi,Dagoretti North,Kawangware,"Plot 244, Lane 16, Ruaraka"
2816,Wambugu Agnes Mwania,35421340,011505272,wambugu.mwania@gmail.com,1979-02-14,Male,Mombasa,Changamwe,Chaani,"House 46, Kileleshwa Street, Kenyatta"
2817,Muthoka Odhiambo Simiyu,65119167,010606138,muthoka.simiyu@yahoo.com,1997-01-22,Female,Kakamega,Mumias West,Etenje,"House 420, Kileleshwa Drive, Ngong"
2818,Moses Cherono,94737532,071320870,moses.cherono@outlook.com,1972-03-05,Male,Bungoma,Webuye East,Ndivisi,"House 3, Uhuru Road, Kiambu Road"
2819,Munyao Aoko Mwamburi,96972557,075400294,munyao.mwamburi@hotmail.com,2001-05-25,Female,Nairobi,Dagoretti North,Kileleshwa,"Plot 306, Lane 11, Outering"
2820,Stephen Mulandi,34874358,010512578,stephen.mulandi@hotmail.com,1973-02-15,Female,Mombasa,Mvita,Mji wa Kale,"Plot 120, Lane 13, Parklands"
2821,Naisula Wandera,90921574,010422261,naisula.wandera@hotmail.com,1953-01-05,Female,Bomet,Konoin,Chepchabs,"Plot 202, Lane 9, River Road"
2822,Nanjala Rose Ojwang,84189838,010469591,nanjala.ojwang@yahoo.com,1961-07-06,Male,Kakamega,Mumias West,Mutema,"Plot 11, Lane 20, Mombasa Road"
2823,Matthew Otieno Awino,95863855,073318374,matthew.awino@gmail.com,1977-10-26,Female,Kiambu,Githunguri,Githunguri,"Plot 291, Lane 1, Athi River"
2824,Awuor Kivuva,18153331,076596751,awuor.kivuva@gmail.com,1994-04-01,Female,Kakamega,Khwisero,Kisa West,"Plot 48, Lane 4, Kikuyu"
2825,Isaac Agnes Ndegwa,87589413,071573283,isaac.ndegwa@hotmail.com,1989-09-14,Male,Bungoma,Sirisia,Lwandanyi,"House 225, Jogoo Road, Garden Estate"
2826,Owuor Joy Gichuki,77576650,073654481,owuor.gichuki@gmail.com,2004-11-05,Female,Kisumu,Nyando,Kobura,"House 321, Ngong Road Avenue, Outering"
2827,Simon Mwania Sigei,97389730,011496418,simon.sigei@yahoo.com,1982-01-12,Female,Mombasa,Mvita,Mji wa Kale,"Plot 232, Lane 15, Limuru"
2828,Habakkuk Dorothy Chepkorir,54431754,077263846,habakkuk.chepkorir@gmail.com,1971-03-25,Female,Nairobi,Westlands,Parklands,"Plot 146, Lane 5, Kikuyu"
2829,Teresa George Nduku,70680846,071694655,teresa.nduku@outlook.com,2001-02-05,Female,Nakuru,Nakuru Town East,Kivumbini,"Plot 410, Lane 4, Kilimani"
2830,Mulwa Omar,77505434,073702894,mulwa.omar@hotmail.com,1998-11-27,Male,Kilifi,Kilifi South,Mtepeni,"Plot 454, Lane 15, Argwings Kodhek"
2831,Owuor Situma,48677336,010508108,owuor.situma@yahoo.com,1994-07-03,Female,Nairobi,Westlands,Mountain View,"House 39, Uhuru Avenue, Juja"
2832,Kimeu Chepngeno,74176576,074682011,kimeu.chepngeno@gmail.com,1979-08-27,Male,Kakamega,Mumias East,East Wanga,"Plot 81, Lane 4, Uhuru"
2833,Harun Kibathi,41531880,071464238,harun.kibathi@gmail.com,1981-09-05,Female,Kiambu,Githunguri,Ikinu,"Plot 183, Lane 15, Langata"
2834,Matthew Simiyu,84826135,075287762,matthew.simiyu@yahoo.com,1991-05-21,Female,Mombasa,Mvita,Majengo,"Plot 124, Lane 15, Likoni"
2835,Musyoka Kamotho,58598545,078161699,musyoka.kamotho@hotmail.com,1983-03-16,Female,Mombasa,Likoni,Likoni,"Plot 350, Lane 10, Karen"
2836,Muema Njeri Akinyi,64020132,076138657,muema.akinyi@gmail.com,1984-05-27,Female,Meru,North Imenti,Nkubu,"House 119, Kiambu Drive, Argwings Kodhek"
2837,Michael Mwakisha,77368102,073149697,michael.mwakisha@yahoo.com,1951-11-05,Female,Kiambu,Limuru,Limuru Central,"Plot 31, Lane 18, Juja"
2838,Aoko Chebet,43903002,078113686,aoko.chebet@yahoo.com,1974-12-10,Female,Kisumu,Muhoroni,Masogo/Nyang'oma,"Plot 119, Lane 2, Ngong Road"
2839,Onsongo Mbuthia,48019794,070825305,onsongo.mbuthia@gmail.com,1988-12-13,Male,Kakamega,Mumias East,Malaha/Isongo/Masindi,"House 187, Juja Road, River Road"
2840,Atieno Kipkirui Gichuru,57277284,010262753,atieno.gichuru@gmail.com,1981-12-25,Female,Nakuru,Kuresoi South,Amalo,"Plot 396, Lane 8, Athi River"
2841,Leah Saidimu,13619039,075316099,leah.saidimu@yahoo.com,1990-10-14,Male,Bungoma,Kabuchai,Bwake/Luuya,"Plot 166, Lane 17, Ruaraka"
2842,Maina Anna Mwango,63685963,073814595,maina.mwango@gmail.com,1982-03-19,Female,Nairobi,Dagoretti South,Riruta,"House 36, Mombasa Road Road, Kitisuru"
2843,Kasina Kipngetich,90268486,079400741,kasina.kipngetich@hotmail.com,1987-07-16,Male,Uasin Gishu,Kesses,Taratai,"House 34, Thika Superhighway Road, Parklands"
2844,Gichuru Githua,79805302,074689058,gichuru.githua@hotmail.com,2001-02-07,Female,Machakos,Yatta,Kithimani,"House 41, Lenana Avenue, Juja"
2845,Jebet Situma,30579047,076514871,jebet.situma@gmail.com,1993-03-26,Male,Kakamega,Mumias East,Lusheya/Lubinu,"Plot 427, Lane 7, Kiambu"
2846,Cecilia Naomi Nzioka,60993199,075687212,cecilia.nzioka@yahoo.com,1994-09-28,Male,Mombasa,Changamwe,Miritini,"Plot 369, Lane 5, Uhuru"
2847,Nahum Korir,96931421,077665128,nkorir@gmail.com,1972-05-12,Male,Kiambu,Ruiru,Kahawa Wendani,"House 153, Kiambu Road Drive, Kiambu"
2848,Elijah Achieng Cherono,48493281,010523830,elijah.cherono@yahoo.com,1979-07-21,Male,Meru,Igembe North,Ntunene,"Plot 397, Lane 14, Mombasa Road"
2849,Owuor Mokua,99646907,079959597,owuor.mokua@gmail.com,1983-09-13,Female,Kiambu,Ruiru,Kiuu,"House 424, Westlands Road, Kiambu Road"
2850,Brenda Lois Mokua,28570786,071466205,brenda.mokua@gmail.com,2003-04-25,Male,Meru,South Imenti,Igoji East,"Plot 173, Lane 11, Lenana"
2851,Waithera Ondieki,29695202,011138963,waithera.ondieki@gmail.com,1979-03-01,Male,Bungoma,Kabuchai,Mukuyuni,"House 324, Langata Drive, Mombasa Road"
2852,Anthony Kinyua Gikonyo,79630194,073149419,anthony.gikonyo@hotmail.com,1961-12-16,Male,Uasin Gishu,Moiben,Kimumu,"Plot 90, Lane 19, Parklands"
2853,Muriuki Njeri Githinji,20074514,075811376,muriuki.githinji@gmail.com,1982-11-08,Female,Kisumu,Muhoroni,Ombeyi,"Plot 300, Lane 4, Likoni"
2854,Barnabas Mworoa,34277838,011699937,barnabas.mworoa@hotmail.com,1979-07-07,Female,Nakuru,Gilgil,Mbaruk/Eburu,"Plot 424, Lane 7, Westlands"
2855,Priscilla Kanampiu,43446835,077910487,priscilla.kanampiu@outlook.com,1996-01-03,Female,Mombasa,Kisauni,Bamburi,"Plot 396, Lane 18, Langata"
2856,Wairimu Kipchirchir Kangogo,59583540,076355304,wairimu.kangogo@gmail.com,1985-02-23,Male,Kilifi,Malindi,Shella,"Plot 237, Lane 19, Kilimani"
2857,Rimberia Okello Koech,48065927,072474361,rimberia.koech@gmail.com,1988-12-16,Male,Nakuru,Molo,Elburgon,"House 440, River Road Street, Karen"
2858,Mukhwana Kipkirui,16574246,076623043,mukhwana.kipkirui@gmail.com,1948-02-23,Male,Bungoma,Webuye West,Sitikho,"Plot 59, Lane 13, Kiambu"
2859,Chepkoech Hannah Mburu,54850828,076537081,chepkoech.mburu@gmail.com,1965-11-15,Male,Nairobi,Westlands,Kitisuru,"Plot 341, Lane 9, Kitisuru"
2860,Kanana Bridget Munyori,62386745,076516595,kanana.munyori@gmail.com,1958-01-15,Male,Uasin Gishu,Kesses,Tulwet/Chuiyat,"Plot 428, Lane 20, Kasarani"
2861,Alexander Emily Kipkemboi,77886466,075298983,alexander.kipkemboi@hotmail.com,1999-04-09,Female,Kiambu,Limuru,Ndeiya,"Plot 96, Lane 17, Garden Estate"
2862,Kebaso Chepkorir,69341118,074248358,kebaso.chepkorir@yahoo.com,2005-09-17,Female,Kakamega,Mumias East,Malaha/Isongo/Masindi,"Plot 2, Lane 3, Ngong"
2863,Michael Mwinyi,87754278,074362307,michael.mwinyi@yahoo.com,1988-06-20,Male,Mombasa,Likoni,Bofu,"House 69, Kileleshwa Street, Thika"
2864,Jacqueline Teresa Barasa,23142530,072253507,jacqueline.barasa@gmail.com,1984-03-02,Female,Kiambu,Kiambu,Kihara,"House 372, Lenana Drive, Kitisuru"
2865,Wachira Kamande,97037399,011714442,wachira.kamande@hotmail.com,1964-06-02,Female,Nairobi,Kibra,Sarang'ombe,"Plot 195, Lane 7, Lenana"
2866,Dorothy Chepkoech Rimberia,10596673,072555647,dorothy.rimberia@yahoo.com,1994-12-07,Female,Kakamega,Mumias East,Malaha/Isongo/Masindi,"House 417, Kangundo Road, Parklands"
2867,Naserian Musila,48662280,011732304,naserian.musila@hotmail.com,1965-11-07,Male,Trans Nzoia,Endebess,Chepchoina,"House 190, Kilimani Drive, Kasarani"
2868,Alice Kipsang,66255243,074582114,alice.kipsang@hotmail.com,1968-02-25,Male,Kakamega,Lugari,Lwandeti,"Plot 102, Lane 10, Jogoo"
2869,Isaiah Kimeu Ondieki,89761155,010984042,isaiah.ondieki@gmail.com,1974-11-10,Male,Kakamega,Shinyalu,Isukha Central,"Plot 432, Lane 16, Kiambu"
2870,Atieno Okello,58285562,073248528,atieno.okello@gmail.com,1987-09-18,Male,Trans Nzoia,Endebess,Chepchoina,"Plot 201, Lane 16, Parklands"
2871,Nyambura Chepkwony,41127467,011909940,nyambura.chepkwony@outlook.com,1979-08-27,Male,Mombasa,Jomvu,Jomvu Kuu,"Plot 445, Lane 8, River Road"
2872,George Kiarie,15101740,071536663,george.kiarie@yahoo.com,1952-11-18,Female,Kiambu,Kiambu,Ndumberi,"House 24, Mombasa Road Avenue, Argwings Kodhek"
2873,Awiti Paul Mwania,38834086,011411453,awiti.mwania@gmail.com,1963-07-22,Female,Kiambu,Kiambu,Ting'ang'a,"Plot 412, Lane 13, Lenana"
2874,Nicholas Maina,62313993,075511017,nicholas.maina@gmail.com,2003-06-15,Female,Nakuru,Gilgil,Gilgil,"Plot 88, Lane 3, Argwings Kodhek"
2875,Nanjala Margaret Nabea,66772359,079341392,nanjala.nabea@gmail.com,1970-08-21,Female,Nairobi,Lang'ata,Mugumu-ini,"Plot 354, Lane 19, Uhuru"
2876,Atieno Brian Chepngeno,30823310,078256880,atieno.chepngeno@gmail.com,1962-02-13,Male,Nyeri,Kieni,Thegu,"Plot 328, Lane 1, Outering"
2877,Mercy Mwendwa,51370674,072440210,mercy.mwendwa@yahoo.com,1991-10-05,Male,Bungoma,Webuye East,Maraka,"House 436, Moi Avenue Drive, Ngong"
2878,Akinyi Kipchirchir,99127258,010301324,akinyi.kipchirchir@gmail.com,1997-10-04,Female,Trans Nzoia,Cherangany,Kaplamai,"Plot 381, Lane 5, Athi River"
2879,Musyoka Nabwire,71413187,072494153,musyoka.nabwire@yahoo.com,1999-03-07,Female,Kilifi,Ganze,Ganze,"House 265, Ngong Road Street, Lavington"
2880,Nduku Muema,58624291,076348565,nduku.muema@yahoo.com,1983-06-08,Female,Machakos,Matungulu,Kyeleni,"Plot 472, Lane 14, Argwings Kodhek"
2881,Kamau Brian Nanjala,92761466,011996536,kamau.nanjala@gmail.com,1972-07-17,Male,Kiambu,Kabete,Nyathuna,"House 451, Kitisuru Road, Lavington"
2882,Philemon Onyango,58182841,071763076,philemon.onyango@gmail.com,1983-06-08,Male,Machakos,Machakos Town,Machakos Central,"House 153, Ngong Road, Kasarani"
2883,Adoyo Sharon Mwikali,10401966,074571335,adoyo.mwikali@gmail.com,1970-09-21,Male,Kiambu,Kiambu,Ting'ang'a,"House 359, Outering Avenue, Karen"
