beneficiary_id,full_name,identification_number,telephone,email,date_of_birth,gender,county,sub_county,ward,address,registration_date,status,tech_track,cohort,mentor,project_area,completion_status
TECH-001065,leshan waithera,37154707,+254 775-567-74,leshan.waithera@gmail.com,1983-04-03,male,Kiambu,Kikuyu,Sigona,"Plot 53, Lane 7, Kangundo",16-Aug-2024,I,Cybersecurity,Cohort 2,Eng. Anne Momanyi,IoT,Withdrawn
TECH-001066,ombati silas onsongo,38265460,+254 786-460-08,ombati.onsongo@gmail.com,1961-02-09,male,Uasin Gishu,Kesses,Cheptiret/Kipchamo,"Plot 262, Lane 19, Mombasa Road",19-Jun-2025,I,Data Engineering,Cohort 3,Dr. Sarah Mutua,Fintech,Active
TECH-001067,EUNICE AWITI KAMAU,91140766,+254 747-147-59,eunice.kamau@gmail.com,1991-11-06,female,NULL,Lang'ata,Nairobi West,"House 437, Kilimani Drive, Waiyaki",NULL,I,Mobile Development,Cohort 2,Dr. Grace Wanjiku,IoT,Active
TECH-001068,MERCY LESHAN,10354523,+254 118-695-91,mercy.leshan@yahoo.com,2001-11-21,female,Kilifi,Kilifi South,Mwarakaya,"Plot 74, Lane 11, Likoni",23-Jan-2025,I,Cybersecurity,Cohort 1,Dr. Michael Gitonga,Fintech,Withdrawn
TECH-001069,oduya luabnga,47889634,0792-103-39,oduya.lubanga@gmail.com,1995-05-11,male,Kisumu,Kisumu East,Nyalenda 'A',"Plot 217, Lane 5, Kiambu Road",04-10-2024,A,DevOps,Cohort 1,Eng. Amos Nduku,Clean Energy,On Hold
TECH-001070,silas osebe,90004656,+254 775-806-37,silas.osebe@yahoo.com,1982-05-01,male,Kisumu,Kisumu East,Nyalenda 'A',"Plot 201, Lane 8, Kilimani",09/19/2024,A,Data Engineering,Cohort 3,Eng. Anthony Wanyonyi,Logistics,Completed
TECH-001071,gitonga moraa ogero,11638822,+254 111-374-91,gitonga.ogero@yahoo.com,1997-05-16,female,Kilifi,Ganze,Jaribuni,"House 416, Kitisuru Street, Ruiru",20250420,A,Cybersecurity,Cohort 3,Dr. Lucy Otieno,E-Commerce,On Hold
TECH-001072,CHERONO MCHARO,14494343,+254 733-043-70,cherono.mcharo@gmail.com,1983-04-21,female,Nairobi,Dagoretti South,Ngando,"House 259, Juja Drive, Likoni",20-Jan-2025,I,Data Science,Cohort 3,Prof. Isaiah Kasina,Clean Energy,Withdrawn
TECH-001073,pauline kiprop,50983865,+254 765-609-54,pauline.kiprop@gmail.com,1995-08-03,female,TRANS NZOIA,Kiminini,Waitaluk,"Plot 350, Lane 20, Mugumo",31-08-2026,I,Data Science,Cohort 2,Prof. Robert Kiema,HealthTech,On Hold
TECH-001074,MICHAEL MWENDE NAFULA,30833313,+254 754-877-54,michael.nafula@yahoo.com,1970-10-06,male,Turkana,Turkana North,Kaikor,"House 41, Waiyaki Avenue, Jogoo",14-10-2025,I,Cybersecurity,Cohort 3,Prof. Esther Ondieki,Logistics,On Hold
TECH-001075,mulwa omar,77505434,+254 737-028-94,mulwa.omar@hotmail.com,1998-11-27,male,Kilifi,Kilifi South,Mtepeni,"Plot 89, Lane 15, Lavington",2024-06-01,A,Cloud Computing,Cohort 3,Eng. Faith Nashipae,EdTech,Active
TECH-001076,simiyu olella,14713027,+254 734-198-85,simiyu.olela@hotmail.com,1988-02-17,male,Mombasa,Likoni,Likoni,"Plot 263, Lane 8, Argwings Kodhek",20250823,I,Data Science,Cohort 2,Eng. Anthony Wanyonyi,Logistics,Active
TECH-001077,LYDIA IRENE SALIM,NA,+254 107-504-03,l.salim@hotmail.com,07-Mar-1966,Female,Kilifi,Kilifi South,Junju,"plot 350, lane 5, parklands",20240915,INACTIVE,Mobile Development,COHORT 1,Dr. Harun Mwikali,AgriTech,Completed
TECH-001078,JONAH JEPKORIR MUTHOKA,75845066,+254 789-601-07,jonah.muthoka@outlook.com,1990-02-11,female,Mombasa,Likoni,Bofu,"Plot 71, Lane 3, Ruiru",12-01-2024,A,Cybersecurity,Cohort 2,Eng. Peter Ochieng,Clean Energy,Completed
TECH-001079,anna awino oduya,76510566,+254 102-568-76,anna.oduya@hotmail.com,24-05-1993,MALE,,Tigania East,Kiguchwa,NA,2024-12-28,pending,Cloud Computing,Cohort 02,Prof. Robert Kiema,Logistics,On Hold
TECH-001080,mwirigi muema,53 555 317,+254 778-330-64,mwirigi.muema@hotmail.com,1996-04-18,male,Bungoma,Webuye East,Maraka,"House 400, River Road Drive, Argwings Kodhek",01 Feb 2025,A,Cybersecurity,Cohort 2,Eng. Anthony Wanyonyi,E-Commerce,On Hold
TECH-001081,onditi ndkuu,82003695,+254 707-649-94,onditi.nduku@yahoo.com,1957-08-15,male,Uasin Gishu,Ainabkoi,Kaptagat,"Plot 455, Lane 20, Argwings Kodhek",09-Jan-26,I,Cloud Computing,Cohort 3,Dr. Lucy Otieno,IoT,On Hold
TECH-001082,WAMBUGU CYNTHIA WAFULA,26634072,+254 795-437-80,wambugu.wafula@outlook.com,1976-05-09,female,Meru,Central Imenti,Gatimbi,"House 8, Kileleshwa Avenue, Ngong Road",21-May-2025,A,Cloud Computing,Cohort 2,Dr. Grace Wanjiku,Clean Energy,On Hold
TECH-001083,okello kasina,18175303,+254 117-585-76,okello@hotmail.com,2000-01-10,Male,Meru,Igembe South,Mau/Antuamburi,"plot 446, lane 1, jogoo",30-Jul-2024,active,Cloud Computing,COHORT-01,Eng. John Wekesa,HealthTech,Active
TECH-001084,kipchirchir kevin gitonga,94788471,+254 108-568-13,kipchirchir.gitonga@gmail.com,1980-11-26,female,Nairobi,Lang'ata,Karen,"House 469, Westlands Street, Ngong",28/05/2025,I,AI/ML,Cohort 2,Prof. Mercy Nduku,Clean Energy,Completed
TECH-001085,OKELLO HABAKKUK MOHAMED,33179292,+254 747-596-27,okello.mohamed@hotmail.com,2000-12-08,male,Nairobi,Dagoretti South,Riruta,"House 273, Tom Mboya Avenue, Athi River",15 Aug 2026,A,Cloud Computing,Cohort 1,Dr. Joy Kaloki,IoT,Active
TECH-001086,esther esther karanja,78835811,+254 787-509-93,esther.karanja@hotmail.com,1967-03-11,female,Nakuru,Kuresoi North,Kamara,"House 439, Waiyaki Drive, Kasarani",2024-07-01,I,Software Engineering,Cohort 1,Dr. Daniel Musyoka,Clean Energy,Active
TECH-001087,RUTH NABWIRE MWAURA,77638590,+254 798-631-98,ruth.mwaura@hotmail.com,1978-02-03,male,Kakamega,Shinyalu,Isukha Central,"House 115, Lenana Drive, Tom Mboya",2024-11-04,A,AI/ML,Cohort 1,Dr. Aaron Nduku,IoT,Withdrawn
TECH-001088,victor auma,50205857,+254 102-312-16,victor.auma@gmail.com,1951-09-20,male,Machakos,Mavoko,Athi River,"House 466, Westlands Road, Kangundo",2026-08-04,A,,Cohort 2,Dr. Daniel Musyoka,IoT,Completed
TECH-001089,moraa esther kemei,74209943 ,+254 119-532-48,m.kemei@gmail.com,27-09-1995,FEMALE,Turkana,Turkana North,Kaikor,"PLOT 116, LANE 14, KASARANI",16/06/2026,Inactive,DevOps,Cohort 01,Prof. David Kiprotich,Fintech,Active
TECH-001090,kagendo kipaati,64070291,+254 117-268-91,kagendo.kipaati@outlook.com,1981-10-19,female,Nakuru,Nakuru Town East,Kivumbini,"House 329, Mombasa Road Drive, Garden Estate",04-Mar-2026,A,AI/ML,Cohort 1,Dr. Jeremiah Kioko,E-Commerce,Completed
TECH-001091,WANJIRU GICHUUR,17334310,+254 109-171-26,wanjiru.gichuru@outlook.com,1989-12-03,female,Meru,Tigania East,Thangatha,"Plot 146, Lane 7, Kitisuru",27-Feb-26,I,AI/ML,Cohort 3,Prof. Catherine Chepkorir,HealthTech,Active
TECH-001092,rweria okoth nduku,42056846 ,+254 789-269-25,rweria.nduku@hotmail.com,2002-05-20,female,,Turkana East,Lokichar,NA,02/09/2024,I,,Cohort 3,Eng. Isaac Mutua,AgriTech,On Hold
TECH-001093,AWUOR KIVUVA,18153331,076 596 751,awuor.kivuva@gmail.com,1994-04-01,female,Kakamega,Khwisero,Kisa West,"Plot 48, Lane 4, Kikuyu",2025-10-31,A,Cloud Computing,Cohort 2,Dr. Aaron Nduku,Fintech,Active
TECH-001094,I. A. JUMA,25978403,+254 759-706-00,isaiah.juma@gmail.com,2001-06-19,male,Uasin Gishu County,Ainabkoi,Kaptagat,"Plot 459, Lane 11, Mombasa Road",05-May-2024,I,Mobile Development,Cohort 2,Dr. Sarah Mutua,Fintech,Active
TECH-001095,MARGARET MARTHA GITONGA,58573820,+254 772-156-76,margaret@outlook.com,08 May 1990,Male,Trans Nzoia,Kwanza,Kwanza,"House 139, Kilimani Rd, Langata",30/11/2026,active,Data Science,Cohort 02,Prof. Victor Kioko,Clean Energy,Completed
TECH-001096,RONALD ONDIEKI NJOROGE,42659117,+254 114-922-03,ronald.njoroge@gmail.com,1984-07-08,male,Bungoma,Kimilili,Maeni,"House 321, Argwings Kodhek Drive, Juja",11/07/2024,A,Cybersecurity,Cohort 1,Prof. Robert Kiema,AgriTech,On Hold
TECH-001097,CHEPKIRUI KAMAU,83745996,+254 779-891-69,chepkirui.kamau@hotmail.com,1999-05-27,female,Meru,Buuri,Kibirichia,"House 339, Kangundo Road, Kitisuru",12 Apr 2024,I,AI/ML,Cohort 2,Eng. Martin Kasina,EdTech,On Hold
TECH-001098,HARUN  MARETE,72071682,+254 119-537-15,harun.marete@gmail.com,1989-05-19,male,Meru,North Imenti,Mweronkanga,"House 410, Karen Avenue, Ngong Road",28-03-2024,A,DevOps,Cohort 3,Eng. Peter Ochieng,E-Commerce,On Hold
TECH-001099,MARTHA AIWTI,57365168,+254 756-105-11,martha.awiti@outlook.com,1951-03-15,female,Kiambu,Kiambu,Riabai,"Plot 96, Lane 20, Kiambu",2026-10-16,A,Cybersecurity,Cohort 3,Dr. Harun Mwikali,Fintech,Completed
TECH-001100,MORAA CHEBET,24649741,+254 792-340-00,moraa.chebet@gmail.com,1987-07-27,female,Bungoma,Kabuchai,Kabuchai/Chwele,"House 41, Limuru Road, Uhuru",2024-03-25,A,DevOps,Cohort 1,Prof. David Kiprotich,AgriTech,Completed
TECH-001101,ERICK NAFULA,62-831-328,+254 769-631-80,erick.nafula@gmail.com,1976-04-27,male,Nairobi,Lang'ata,Karen,"Plot 137, Lane 14, Kilimani",2026-10-08,I,Software Engineering,Cohort 1,Prof. Kevin Muriuki,EdTech,Active
TECH-001102,charity timothy waithera,14542798,+254 706-463-06,charity.waithera@gmail.com,1988-05-20,male,Kakamega,Mumias East,Malaha/Isongo/Masindi,"House 186, Kikuyu Road, Kileleshwa",2026-05-22,A,AI/ML,Cohort 2,Dr. Harun Mwikali,Fintech,Withdrawn
TECH-001103,PRISCILLA MARETE KEMEI,76460815,+254 732-793-37,priscilla.kemei@outlook.com,1981-10-10,female,Meru,Igembe Central,Athiru Gaiti,"Plot 379, Lane 8, Kangundo",11/22/2026,I,Software Engineering,Cohort 1,Prof. Kevin Muriuki,HealthTech,Completed
TECH-001104,ANYANGO CHEPKOECH BARASA,74318409 ,+254 774-305-75,anyango.barasa@gmail.com,1957-10-26,male,Kisumu,Kisumu West,West Kisumu,"House 117, Uhuru Street, Athi River",16-May-24,I,Cybersecurity,Cohort 1,Eng. Martin Kasina,AgriTech,On Hold
TECH-001105,ongeri musyymi,24277696,+254 714-406-38,ongeri.musyimi@outlook.com,1982-05-21,female,Nairobi,Dagoretti North,Kileleshwa,"Plot 28, Lane 18, Kikuyu",07-04-2026,A,DevOps,Cohort 3,Prof. Esther Ondieki,IoT,Completed
TECH-001106,KIPKORIR MCHARO,89989525,+254 117-821-58,kipkorir.mcharo@outlook.com,1991-11-02,female,Nakuru,Nakuru Town West,Kaptembwo,"Plot 20, Lane 16, Kiambu Road",25/07/2024,A,Cybersecurity,Cohort 3,Eng. Brian Mulwa,IoT,Withdrawn
TECH-001107,elijah nasimiyu,56379398,+254 717-604-07,NULL,1996-11-23,female,MERU,IGEMBE CENTRAL,ATHIRU GAITI,"House 411, Jogoo Drive, Ruaraka",10-Jun-24,I,Software Engineering,Cohort 1,Dr. Joel Muthoka,AgriTech,On Hold
TECH-001108,wangeci george kiprono,10-925-764,+254 758-276-96,NA,1987-03-21,F,Nairobi,Lang'ata,Mugumu-ini,"plot 202, lane 17, lenana",20250906,Active,Mobile Development,cohort 3,Dr. Sarah Mutua,EdTech,Active
TECH-001109,SAMUEL MWANIA,18-115-148,+254 771-893-34,samuel.mwania@yahoo.com,1971-02-06,female,Uasin Gishu,Turbo,Kiplombe,"Plot 292, Lane 7, Karen",,A,Data Engineering,Cohort 1,Eng. Martin Kasina,Fintech,On Hold
TECH-001110,mercy kamandde,28241849,+254 778-993-01,mercy.kamande@gmail.com,1993-02-11,male,Mombasa,Nyali,Mkomani,"House 352, Athi River Drive, Waiyaki",2024-05-02,A,Data Engineering,Cohort 3,Eng. John Wekesa,Logistics,On Hold
TECH-001111,KINYA MUTNE,25103503,+254 105-336-72,kinya.mutune@gmail.com,1981-10-21,male,Nairobi,Dagoretti South,Ngando,"Plot 320, Lane 2, Juja",2026-03-25,A,Software Engineering,Cohort 2,Prof. Esther Ondieki,E-Commerce,On Hold
TECH-001112,aaron kamotho,,+254 111-589-69,aaron.kamotho@outlook.com,2000-02-14,male,Nairobi,Kasarani,Ruai,"Plot 428, Lane 7, Kangundo",20240809,I,Mobile Development,Cohort 3,Eng. John Wekesa,Fintech,Completed
TECH-001113,KIPRONO MUTUNEE,68066393,+254 117 517 37,kiprono_mutune@yahoo.com,16/10/1992,FEMALE,Kiambu,Kabete,Nyathuna,House 97 Karen Drive Thika Superhighway,16-10-2025,I,Software Engineering,COHORT 3,Prof. Victor Kioko,Logistics,Withdrawn
TECH-001114,KIPKEMBOI MUTHURI OMONDI,9395-9277,+254 738-826-37,kipkemboi.omondi@outlook.com,1989-06-05,male,Bomet,Sotik,Ndanai/Abosi,"House 227, Westlands Avenue, Lavington",16/10/2025,I,DevOps,Cohort 3,Dr. Grace Wanjiku,IoT,Active
TECH-001115,OWUOR ACHIENG KAGWE,32959320,+254 797-716-57,owuor.kagwe@outlook.com,1973-05-07,female,Nairobi,Lang'ata,South C,"Plot 317, Lane 13, Ruaraka",07/02/2024,I,Cloud Computing,Cohort 3,Prof. Victor Kioko,HealthTech,Completed
TECH-001116,OWUOR GITONGA,90224792,+254 117-593-71,owuor.gitonga@gmail.com,1984-05-15,male,Nairobi,Kibra,Laini Saba,"Plot 462, Lane 1, Kileleshwa",10/12/2024,A,Mobile Development,Cohort 3,Dr. Daniel Musyoka,AgriTech,Active
TECH-001117,GITHINJI SAIDIMU,51367965,+254 768-325-22,githinji.saidimu@hotmail.com,1968-08-09,male,Nairobi,Dagoretti South,Uthiru,"House 155, Ngong Road, Karen",20250528,A,Software Engineering,Cohort 2,Prof. Kevin Muriuki,Fintech,Active
TECH-001118,MUEMA GITHINJI OMONDI,15699847,+254 702-941-06,muema.omondi@gmail.com,1951-12-17,male,Kakamega,Shinyalu,Isukha West,"Plot 466, Lane 20, Lavington",27-Jul-2025,A,AI/ML,Cohort 1,Eng. Anne Momanyi,E-Commerce,Withdrawn
TECH-001119,caroline wachira tsuma,90547120,+254 723-088-93,caroline.tsuma@outlook.com,1962-01-23,male,Uasin Gishu,Ainabkoi,Kapsoya,"House 372, Kitisuru Road, Athi River",20241128,A,Cloud Computing,Cohort 1,Eng. John Wekesa,AgriTech,Withdrawn
TECH-001120,chebet momanyi,12919231,+254 779-485-30,chebet.momanyi@yahoo.com,1985-12-13,female,MOMBASA,Jomvu,Miritini,"House 253, Thika Superhighway Drive, Garden Estate",22-Sep-2025,A,AI/ML,Cohort 3,Eng. Ezekiel Mumo,EdTech,Completed
TECH-001121,BENJAMIN CHEPKIRUI, 19576043,+254 781-091-07,benjamin.chepkirui@gmail.com,2006-04-26,female,Mombasa,Changamwe,Airport,"Plot 217, Lane 12, Mombasa Road",03/09/2026,I,Data Science,Cohort 3,Prof. David Kiprotich,Logistics,Completed
TECH-001122,KIPROP LESHAN,79651607,+254 732-370-15,kiprop.leshan@gmail.com,1984-02-05,female,Bungoma,Webuye West,Sitikho,"Plot 89, Lane 2, Ngong",01/03/2026,A,Cybersecurity,Cohort 1,Prof. Daniel Mutisya,Logistics,Active
TECH-001123,ALICE WAIRIMU ODHIAMBO,85887403,+254 789-980-62,alice.odhiambo@gmail.com,1991-08-26,female,,Westlands,NA,"House 189, River Road Road, Athi River",06/10/2026,I,Software Engineering,,Eng. Ezekiel Mumo,EdTech,Active
TECH-001124,KIPKEMBOI MWIKAALI,1762-5072,+254 741-126-88,kipkemboi.mwikali@gmail.com,1981-02-02,female,Nairobi,Dagoretti North,Kilimani,"Plot 314, Lane 2, Langata",08/03/2026,I,Mobile Development,Cohort 3,Dr. Grace Wanjiku,E-Commerce,Withdrawn
TECH-001125,MARGARET FLORA MWIRIGI,75796428,+254 756-771-44,margaret.mwirigi@gmail.com,2003-06-16,male,Bomet,Chepalungu,Nyongores,"Plot 213, Lane 18, Ruiru",24 Dec 2026,NA,Software Engineering,Cohort 3,Prof. James Mwangi,Clean Energy,Withdrawn
TECH-001126,ROBERT ODHIAMBO MUSALIA,3363-0872,+254 727-747-21,robert.musalia@gmail.com,2000-08-27,male,Kilifi,Ganze,Sokoke,"Plot 55, Lane 2, Ruaraka",25 Apr 2025,A,Data Science,Cohort 2,Prof. Obadiah Mwania,Fintech,Completed
TECH-001127,malachi cherono,69-002-986,+254 783-150-64,NULL,1989-02-14,male,NULL,Malindi,Shella,"House 193, Kikuyu Road, Thika",27/04/2025,NULL,Cloud Computing,Cohort 3,Prof. James Mwangi,EdTech,On Hold
TECH-001128,WANYONYI  HAGGAI  JEBET,1108-3382,010 760 772,wanyonyi.jebet@gmail.com,1966-01-03,female,Turkana,Loima,Loima,"Plot 95, Lane 14, Kiambu",20260111,A,DevOps,Cohort 3,Dr. Joel Muthoka,IoT,On Hold
TECH-001129,allan chepkwsony,4846-2628,25410971498,a.chepkwony@outlook.com,1997-01-14,female,Meru,IgembeCentral,Athiru Gaiti,"House 206, Athi River Road, Argwings Kodhek",2026-01-11,I,Data Science,Cohort 1,Eng. Gilbert Mutisya,AgriTech,Withdrawn
TECH-001130,kipkorir judy wekesa,60 204 030,+254 755-469-12,kipkorirwekesa@gmail.com,1995-11-02,female,Nairobi,Lang'ata,Mugumu-ini,"Plot 478, Lane 16, Mombasa Road",09-Aug-2024,A,AI/ML,Cohort 3,Eng. Anne Momanyi,AgriTech,On Hold
TECH-001131,J. M. MITEI,20136881 ,+254 718-949-93,jepchumba.mitei@gmail.com,1971-10-04,female,Kiambu,Kabete,Muguga,"Plot 265, Lane 4, Kikuyu",09/04/2024,A,Mobile Development,Cohort 2,Prof. Mercy Nduku,Clean Energy,On Hold
TECH-001132,mutua kipkech,40-676-127,+25470872321,kipkoechmutua@gmail.com,1968-08-05,female,Nakuru,Kuresoi South,Keringet,"Plot 68, Lane 16, Kitisuru",29-12-2025,A,Data Science,Cohort 3,Dr. Joy Kaloki,EdTech,Withdrawn
TECH-001133,K. NYAMBANE, 63690535,+254 759 055 98,kiprotich.nyambane@gmail.com,1970-08-18,female,,Ainabkoi,Kaptagat,"House 151, Ngong Avenue, Kiambu Road",02-07-2024,A,AI/ML,Cohort 1,Eng. Martin Kasina,Fintech,Active
TECH-001134,kimani paul hassan,56675977 ,0729-839-53,kimani.hassan@gmail.com,1994-03-15,male,Meru,Igembe Central,Akachiu,"Plot 344, Lane 18, Karen",2024-01-11,A,Data Engineering,Cohort 3,Eng. Ezekiel Mumo,Fintech,On Hold
TECH-001135,KIMANI KAGWIRIA OMONDI,50545587,+254 772-516-70,kimani_omondi@gmail.com,1974-11-02,female,Nyeri,Nyeri Town,Kiganjo/Mathari,"House 110, Lenana Street, Moi Avenue",03/04/2024,I,Cybersecurity,Cohort 1,Dr. Joy Kaloki,HealthTech,On Hold
TECH-001136,wanjiru ogero,17170147,+254 114-417-24,wanjiruogero@outlook.com,1981-10-18,female,Mombasa,Changamwe,Chaani,"Plot 134, Lane 2, Jogoo",06/24/2026,A,AI/ML,Cohort 3,Eng. Martin Kasina,Fintech,Withdrawn
TECH-001137,ZEPHANIAH  NJOROGE  KAMANDE, 14866710,+254 755-397-50,zephaniah.kamande@outlook.com,NULL,female,Meru,Tigania East,Mikinduri,"House 102, Kangundo Street, Jogoo",07 Apr 2024,A,Cybersecurity,Cohort 2,Prof. Robert Kamau,EdTech,Withdrawn
TECH-001138,wafula omondi,89984645 ,254 701 034 85,wafula.omondi@outlook.com,1988-02-28,male,Nairobi,Kasarani,Njiru,"Plot 228, Lane 6, Uhuru",10-11-2025,A,AI/ML,Cohort 1,Prof. Victor Kioko,AgriTech,Withdrawn
TECH-001139,MARGARET GACHERU,68997676,+254 113-472-97,m.g@outlook.com,2001-04-01,female,Trans Nzoia,Endebess,Endebess,"Plot 83, Lane 17, River Road",NA,NULL,Software Engineering,Cohort 1,Dr. Jonah Kasina,E-Commerce,Withdrawn
TECH-001140,wangari edith jepkoech,48373096,+254 798-271-60,wangari.jepkoech@hotmail.com,1989-04-02,female,Machakos,Machakos Town,Kalama,"House 264, Moi Avenue Road, Ruaraka",05-29-2024,A,Cloud Computing,Cohort 3,Eng. Gilbert Mutisya,AgriTech,Withdrawn
TECH-001141,leshan gitonga,15-843-117,0725-493-76,leshan.gitonga@hotmail.com,1998-10-24,female,Machakos,Machakos Town,Kalama,"Plot 86, Lane 8, Garden Estate",02-06-2025,I,Software Engineering,Cohort 2,Prof. David Kiprotich,E-Commerce,Active
TECH-001142,JEPCHUMBA MITEI,20136881 ,0718-949-93,jepchumba60@gmail.com,1971-10-04,female,Kiambu,Kabete,Muguga,"Plot 265, Lane 4, Kikuyu",09/04/2024,A,Mobile Development,Cohort 2,Prof. Mercy Nduku,Clean Energy,On Hold
TECH-001143,musalia caroline, 64047337,+25475111112,caroline.musalia@gmail.com,1993-01-19,female,Nyeri,Nyeri Town,Ruring'u,"Plot 432, Lane 3, Waiyaki",02-22-2024,A,AI/ML,Cohort 1,Eng. Anne Momanyi,HealthTech,On Hold
TECH-001144,opiyo musalia,23488183 ,+254 733 320 90,opiyo.musalia@yahoo.com,2001-04-02,female,Nyeri,Mukurweini,Rugi,"Plot 245, Lane 7, Mugumo",2026-02-28,A,DevOps,Cohort 2,Dr. Joy Kaloki,EdTech,Completed
TECH-001145,MUKAMI JEBED,2769-7461,254 764 707 76,m@gmail.com,14/02/1999,Female,Nakuru,Nakuru Town West,Kapkures,"house 349, uhuru road, kikuyu",09/09/2025,INACTIVE,Cybersecurity,Cohort 01,Dr. Lucy Otieno,IoT,Withdrawn
TECH-001146,"ONSONGO, MUTUA ROSE",72458202 ,+254 712-168-46,mutua.onsongo@gmail.com,1970-09-03,female,Nakuru,Molo,Marioshoni,"House 34, River Road Street, Limuru",21-04-2026,A,Cloud Computing,Cohort 1,Eng. Amos Nduku,HealthTech,On Hold
TECH-001147,GEORGE BRIAN MBUTHIA,72768816,+254 719-407-37,georgembuthia@gmail.com,1968-03-16,male,Kakamega,Matungu,Kholera,"House 249, Parklands Street, Limuru",13-Oct-25,I,DevOps,Cohort 1,Eng. Anne Momanyi,IoT,Withdrawn
TECH-001148,aaron tuwett,9933-8984,0752-923-00,aaron.towett@hotmail.com,1972-01-21,female,Meru,Buuri,Kisima,"House 73, Kangundo Drive, Juja",28/06/2024,I,Cloud Computing,Cohort 2,Eng. Martin Kasina,Fintech,On Hold
TECH-001149,CAROLINE WACHIRA NEKESA,50546917,+254 739-823-47,caroline.nekesa@gmail.com,1994-06-02,male,KIAMBU,KIKUYU,NACHU,"Plot 174, Lane 11, River Road",04/08/2025,A,Mobile Development,Cohort 3,Eng. John Wekesa,EdTech,Completed
TECH-001150,WAIRIMU KIVUVA,92-509-986,+254 781-007-59,wairimu.kivuva@gmail.com,1993-11-13,male,Nairobi,Kibra,Laini Saba,"House 247, Lenana Road, Athi River",25-Mar-2025,I,Cloud Computing,Cohort 3,Dr. Joy Kaloki,AgriTech,Active
TECH-001151,"wambugu, onsongo george",32046483,+254 787-446-02,onsongo.wambugu@outlook.com,1968-06-04,male,Uasin Gishu,Ainabkoi,Ainabkoi/Olare,"House 355, Jogoo Road, Argwings Kodhek",07/13/2026,A,Mobile Development,Cohort 3,Eng. Martin Kasina,Clean Energy,Active
TECH-001152,NJOROGE KIHKIA,9118-1404,254 113 588 30,njoroge@yahoo.com,1991-08-15,male,Kisumu,Muhoroni,Muhoroni/Koru,"House 178, Mombasa Road Avenue, Athi River",05/28/2026,A,Mobile Development,Cohort 3,Eng. Peter Ochieng,EdTech,Completed
TECH-001153,SARAH KAMOTOH,94271736,+254 765-612-75,sarah.kamotho@yahoo.com,1981-11-16,female,Nyeri,Tetu,Wamagana,"Plot 231, Lane 2, Limuru",20240705,I,AI/ML,Cohort 2,Eng. Anne Momanyi,Logistics,Withdrawn
TECH-001154,rose langat,71410640 ,25473548324,rose_langat@gmail.com,2002-07-24,male,Kiambu,Limuru,Limuru Central,"House 329, Kasarani Road, Thika Superhighway",03-26-2025,A,AI/ML,Cohort 2,Prof. Robert Kiema,E-Commerce,Withdrawn
TECH-001155,AKINYI MUDAI,42 835 306,0719.966.20,akinyi_mutai@yahoo.com,1973-11-26,female,Mombasa,Changamwe,Chaani,"Plot 343, Lane 18, Ruaraka",2025-05-25,A,Software Engineering,Cohort 3,Eng. Brian Mulwa,Logistics,Completed
TECH-001156,ODHIAMBO TOWWETT,77 551 168,+254 721 113 95,o.t@gmail.com,2000-08-18,male,Meru,Tigania East,NA,"Plot 364, Lane 6, Waiyaki",2026-02-18,A,Data Science,Cohort 3,Dr. Aaron Nduku,Clean Energy,Withdrawn
TECH-001157,jane kikpoech,70346785 ,010631174,jane_kipkoech@gmail.com,1988-09-13,male,Nakuru,Kuresoi North,Kamara,"Plot 89, Lane 14, Kileleshwa",20251121,A,Software Engineering,Cohort 2,Prof. David Kiprotich,Logistics,On Hold
TECH-001158,NAISULA  KARIUKI, 39930875,25470304176,naisula.kariuki@gmail.com,1982-06-19,female,Uasin Gishu,Moiben,Sergoit,"House 6, Juja Avenue, Kikuyu",04/01/2025,I,Data Engineering,Cohort 1,Eng. Micah Kioko,Logistics,On Hold
TECH-001159,NDUKU KIPNGETICH,67011369,+254 791-574-87,nduku.kipngetich@gmail.com,1952-06-07,male,NAIROBI,Lang'ata,Nairobi West,"Plot 43, Lane 19, Juja",11-Oct-2025,I,AI/ML,Cohort 3,Eng. Micah Kioko,AgriTech,On Hold
TECH-001160,LOIS GIHURU,46 990 787,0728-404-18,gichurulois@gmail.com,1973-09-10,male,,Turbo,Kiplombe,"House 366, Kenyatta Drive, Moi Avenue",04/01/2025,A,,Cohort 3,Dr. Collins Mwania,Fintech,Withdrawn
TECH-001161,SYOMBUA ALEXANDER WABOMBA,68379988,+254 746-045-96,syombua69@gmail.com,1970-05-28,male,Nairobi,Lang'ata,Nyayo Highrise,"Plot 428, Lane 16, Argwings Kodhek",2024-05-22,I,Cybersecurity,Cohort 2,Eng. Gilbert Mutisya,Clean Energy,Active
TECH-001162,NJOROGE EZEKIEL MUTUA,70819026,+254 726-585-93,njoroge.mutua@hotmail.com,1994-02-04,female,Kiambu,Lari,Kamburu,"Plot 141, Lane 1, Tom Mboya",03/02/2025,I,Cybersecurity,Cohort 3,Dr. Sarah Mutua,IoT,Withdrawn
TECH-001163,MUTHAA LBANGA, 40971850,079273227,lubangamuthaa@outlook.com,1991-08-21,male,Mombasa,Nyali,Mkomani,"House 291, Mugumo Drive, Moi Avenue",25-01-2026,A,Data Science,Cohort 1,Prof. Mercy Nduku,EdTech,Withdrawn
