beneficiary_id,full_name,national_id_no,mobile_number,email,dob,gender,county,sub_county,ward,address,enrollment_date,status,household_size,employment_status,monthly_income,support_type,beneficiary_category
PLUS-001162,paul mburthia, 14817439,+254 733 707 69,paul.mbuthia@gmail.com,1990-08-26,FEMALE,Nyeri,Nyeri Town,Ruring'u,"House 335, Kilimani Avenue, Langata",24-Jun-2026,pending,4,Self-Employed,28500,Education Support,PWD
PLUS-001163,kasina kipongetich,90268486,254 794 007 41,kasina20@hotmail.com,1987-07-16,MALE,Meru,Tigania West,Athwana,"Plot 21, Lane 15, Kitisuru",2026-11-20,active,4,Student,23000,Medical Cover,Youth
PLUS-001164,maina sentau,88-536-501,25476841427,maina97@outlook.com,2002-07-13,FEMALE,Mombasa,Changamwe,Airport,"House 223, Likoni Road, Likoni",2024-03-05,inactive,9,Self-Employed,23500,Food Support,PWD
PLUS-001165,mwirigi kipkemboi,79-718-531,25479731763,mwirigikipkemboi@outlook.com,1965-09-19,MALE,Bomet,Chepalungu,Kongasis,"Plot 147, Lane 5, Garden Estate",29 Dec 2025,inactive,10,Retired,41000,Cash Transfer,Elderly
PLUS-001166,flora musila,41071321,254 758 633 34,flor@outlook.com,1993-01-19,MALE,Kiambu,Kiambu,Ting'ang'a,"Plot 223, Lane 17, Athi River",2024-08-09,active,6,Student,25000,Education Support,Orphan
PLUS-001167,"wanjala, wangari",95-667-481,+25475324793,wangari.wanjala@gmail.com,1967-06-20,FEMALE,Trans Nzoia,Saboti,Machewa,"Plot 174, Lane 9, Athi River",,inactive,7,Retired,Unknown,Business Grant,Youth
PLUS-001168,moses kibadhi,4245-4583,0114-763-11,moses.kibathi@yahoo.com,1977-03-11,FEMALE,Meru,NorthImenti,Nyaki West,"House 117, Mombasa Road Drive, Mugumo",03/08/2023,inactive,1,Self-Employed,15500,Business Grant,Vulnerable
PLUS-001169,munyao  mary  namukhula, 29405087,25411418745,munyao.namukhula@gmail.com,2001-10-14,FEMALE,Machakos,Yatta,Ikombe,"Plot 265, Lane 19, Likoni",29-Jan-26,pending,3,Employed,30000,Food Support,Orphan
PLUS-001170,mwirigi margaret flora, 75796428,0756.771.44,margaret.mwirigi@gmail.com,2003-06-16,MALE,BOMET,Chepalungu,Nyongores,"House 136, Jogoo Avenue, Ngong",2025-11-23,active,2,Unemployed,102500,Food Support,Elderly
PLUS-001171,kipchirchir nabea namukhula,45488502,254 719 744 89,kipchirchir.namukhula@outlook.com,1989-07-02,FEMALE,Kisumu,Seme,West Seme,"Plot 306, Lane 1, Outering",18-Jul-26,pending,7,Student,44500,Business Grant,Youth
PLUS-001172,dennis muom,46-389-263,071 652 065,dennis16@yahoo.com,20/03/2001,female,Kiambu,Kikuyu,Kinoo,"house 327, tom mboya road, jogoo",2023-07-02,inactive,1,Unemployed,20000,Business Grant,PWD
PLUS-001173,kerubo wamuiu, 71631699,+254 761 265 64,wamuyukerubo@outlook.com,1954-11-22,FEMALE,Nakuru,Nakuru Town West,London,"House 292, Likoni Road, Garden Estate",2026-09-17,inactive,3,Student,50000,Education Support,Youth
PLUS-001174,thomas kiproip, 87420166,0768-650-40,kipropthomas@gmail.com,1979-01-14,MALE,Kiambu,Unknown,Limuru East,"House 396, Argwings Kodhek Street, Kitisuru",2026-07-19,pending,2,Retired,55000,Business Grant,Youth
PLUS-001175,rimberia john kerubo, 56509909,+254 722 250 79,john.rimberia@yahoo.com,2003-07-10,FEMALE,Nairobi,Lang'ata,Mugumu-ini,"House 101, Parklands Road, Kiambu",22-08-2026,inactive,7,Student,48500,Medical Cover,Vulnerable
PLUS-001176,chepkorir muthuri rotich,32395401,254 703 814 71,chepkorir_rotich@gmail.com,1990-04-03,MALE,Uasin Gishu,Kesses,Tulwet/Chuiyat,"Plot 360, Lane 8, Garden Estate",10/17/2025,inactive,3,Self-Employed,32000,Medical Cover,PWD
PLUS-001177,mukami aum,25226934,254 733 000 39,aumamukami@gmail.com,1995-12-20,MALE,Kakamega,Butere,Marama Central,"Plot 134, Lane 19, Outering",09-03-2026,pending,6,Student,51000,Education Support,Elderly
PLUS-001178,wekesa mbake,89 646 079,+254 731-879-63,wekesa@gmail.com,1976-12-27,MALE,Kisumu,Kisumu West,South West Kisumu,"Plot 211, Lane 11, Kenyatta",30/06/2025,active,5,Unemployed,91000,Food Support,PWD
PLUS-001179,aaron mitei,30036175,254 762 656 15,aaron.mitei@gmail.com,1972-09-19,MALE,Bungoma,Kimilili,Kamukuywa,"Plot 3, Lane 13, Thika",2026-02-01,pending,4,Unemployed,76500,Cash Transfer,Orphan
PLUS-001180,kanana rimberia kiarie,17082790,254 763 330 58,kanana35@gmail.com,1996-08-07,MALE,Nairobi,Kasarani,Ruai,"House 420, Parklands Drive, Kikuyu",04/14/2025,pending,7,Student,79000,Food Support,Vulnerable
PLUS-001181,philemon moaka,Unknown,254 721 007 51,philemon.mogaka@yahoo.com,2004-04-21,MALE,Meru,South Imenti,Nkuene,"Plot 81, Lane 19, Westlands",22/11/2026,inactive,4,Student,52500,Food Support,PWD
PLUS-001182,mark chepngeno,60721412 ,0768.940.57,mark.chepngeno@gmail.com,1978-09-24,MALE,Nakuru,Nakuru Town East,Menengai,"Plot 453, Lane 18, Tom Mboya",10-Jan-23,active,7,Employed,31000,Education Support,Widow
PLUS-001183,rimberia kinay, 13680680,25411249600,rimberia@gmail.com,1983-04-02,MALE,Machakos,Mavoko,Kinanie,"Plot 266, Lane 17, Waiyaki",13-Feb-2025,inactive,2,Employed,24000,Food Support,Youth
PLUS-001184,"mutisya, mugo wairimu", 93828732,078 212 707,mugo.mutisya@yahoo.com,1960-10-28,FEMALE,Nyeri,Nyeri Town,Ruring'u,"House 409, Kiambu Road Road, Ruiru",22/02/2026,pending,8,Unemployed,8000,Education Support,Youth
PLUS-001185,catherine mworoa,85127595,254 103 205 55,catherinemworoa@gmail.com,Not Provided,MALE,BOMET,KONOIN,MOGOGOSIEK,"Plot 129, Lane 17, Ngong Road",23-12-2026,active,5,Retired,62000,Education Support,Widow
PLUS-001186,thomas nabea,42 180 102,25478133577,thomas.nabea@hotmail.com,1974-04-13,MALE,Bungoma,Kimilili,Kamukuywa,"House 171, Mombasa Road Street, Argwings Kodhek",10/03/2024,pending,7,Student,38500,Cash Transfer,PWD
PLUS-001187,priscilla odhiiambo,46-260-563,+25477556996,priscilla.odhiambo@gmail.com,1958-03-09,FEMALE,Mombasa,Changamwe,Airport,"Plot 80, Lane 13, Tom Mboya",01-06-2024,active,,Unemployed,13500,Education Support,Orphan
PLUS-001188,benjamin diana mwaura,83609531,254 709 692 26,benjamin71@outlook.com,2005-02-09,MALE,Uasin Gishu,Soy,Segero/Barsombe,"Plot 221, Lane 12, Moi Avenue",03/01/2023,inactive,3,Student,45500,Business Grant,PWD
PLUS-001189,rimberia omar,22388317,254 759 931 63,rimberia.omar@yahoo.com,1970-09-21,MALE,Kakamega,Lugari,Mautuma,"Plot 56, Lane 17, Mugumo",06-Jun-2024,inactive,4,Employed,12500,Medical Cover,Orphan
PLUS-001190,githinji aaron kimani,Unknown,254 762 573 75,githinji.kimani@gmail.com,1949-12-24,MALE,Machakos,Mavoko,Muthwani,"House 469, Moi Avenue Avenue, Likoni",04-12-2025,pending,3,Retired,37500,Cash Transfer,Orphan
PLUS-001191,"sigei, zechariah",1815-8813,0706.389.86,zechariah.sigei@gmail.com,1988-02-05,FEMALE,Machakos,Kangundo,Kangundo Central,"Plot 144, Lane 4, Ruaraka",19-Feb-2025,inactive,3,Unemployed,22000,Education Support,Vulnerable
PLUS-001192,gichuru kiprup,53246230 ,0118-444-60,gkiprop@gmail.com,1997-03-02,MALE,Nairobi,Dagoretti North,Kilimani,"Plot 22, Lane 13, Garden Estate",2026-04-09,active,3,Student,70000,Medical Cover,Elderly
PLUS-001193,judith david kiarie,62 089 071,254 727 149 73,judith.kiarie@gmail.com,1971-06-07,MALE,Unknown,Konoin,Mogogosiek,Unknown,14-12-2025,active,1,Employed,45500,Education Support,Widow
PLUS-001194,mogaka mutisya njuguna,14456047,254 767 384 57,mogaka.njuguna@hotmail.com,1960-09-17,FEMALE,Kilifi,Kaloleni,Kayafungo,"Plot 331, Lane 10, Moi Avenue",21-Jul-25,inactive,4,Unemployed,117500,Food Support,PWD
PLUS-001195,kiprotich mtuwiri,38 852 315,254 749 098 08,kiprotich12@yahoo.com,1991-09-02,MALE,Kisumu,Nyando,Kabonyo/Kanyagwal,"Plot 167, Lane 17, Garden Estate",27-08-2024,active,7,Self-Employed,26000,Education Support,Youth
PLUS-001196,samuel akynyi,95121229,254 792 110 99,samuel.akinyi@hotmail.com,1993-03-10,FEMALE,Kiambu,Kiambu,Kihara,"Plot 280, Lane 11, Ruaraka",02-20-2023,active,3,Self-Employed,33500,Food Support,Widow
PLUS-001197,ndunge kiprotich,17760673,254 703 541 58,ndunge.kiprotich@gmail.com,1967-10-07,MALE,Nairobi,Lang'ata,Mugumu-ini,"Plot 48, Lane 19, Kiambu",2024-02-01,pending,4,Retired,57000,Business Grant,PWD
PLUS-001198,"wanyoike, wachira ondieki",12 674 689,25478601207,wachira.wanyoike@gmail.com,1957-03-11,FEMALE,Meru,North Imenti,Mweronkanga,"House 301, Kitisuru Street, Kiambu",07 May 2023,inactive,1,Unemployed,43000,Medical Cover,Elderly
PLUS-001199,kemunto kneei,57 560 131,071 121 759,k.kenei@yahoo.com,1992-12-07,MALE,Kilifi,Malindi,Malindi Town,"House 267, River Road Avenue, River Road",20250705,Unknown,4,Employed,74000,Medical Cover,Elderly
PLUS-001200,chepkoech  mutua  mwakisha,45064728 ,+254 118 348 15,cmwakisha@gmail.com,01/11/1993,FEMALE,Turkana,Turkana West,Kalobeyei,House 386 Kiambu Drive Ruaraka,19/09/2024,INACTIVE,3,Employed,179500,Cash Transfer,Elderly
PLUS-001201,charity  joshua  muriuki, 76161613,0717-752-06,charity.muriuki@outlook.com,1966-09-25,FEMALE,Kakamega,Lugari,Manda/Shivanga,"Plot 297, Lane 20, Athi River",01 Feb 2023,inactive,7,Unemployed,32500,Food Support,Orphan
PLUS-001202,jonathan keneii,12-827-313,+25478907691,jonathan_kenei@outlook.com,1998-03-01,MALE,Bomet,Sotik,Ndanai/Abosi,"Plot 275, Lane 16, Kangundo",01-06-2025,inactive,3,Retired,13500,Food Support,Elderly
PLUS-001203,muthaa jebiet,60-968-846,254 728 567 22,m.jebet@gmail.com,1996-03-09,MALE,Kilifi,Kilifi South,Junju,"Plot 58, Lane 10, Ruiru",10-22-2026,pending,1,Retired,74500,Cash Transfer,PWD
PLUS-001204,ondieki osenko,34996513,254 758 873 91,ondieki.oseko@yahoo.com,1993-04-23,MALE,Mombasa,Mvita,Mji wa Kale,"Plot 355, Lane 5, Kasarani",04-Jun-2026,pending,5,Self-Employed,23000,Food Support,Elderly
PLUS-001205,"musalia, caroline",64-047-337,25475111112,cmusalia@gmail.com,1993-01-19,FEMALE,Nairobi,Kasarani,Clay City,"Plot 432, Lane 3, Waiyaki",23-10-2025,pending,6,Unemployed,49500,Cash Transfer,Youth
PLUS-001206,nyambura kiamni,78060314,254 752 962 63,nyambura.kimani@gmail.com,1996-01-27,FEMALE,Nakuru,Nakuru Town East,Kivumbini,"Plot 79, Lane 20, Kangundo",2026-02-15,pending,3,Employed,27500,Cash Transfer,Vulnerable
PLUS-001207,diana otulra,89362549,254 774 900 44,diana_otula@hotmail.com,1988-12-09,MALE,Nyeri,Kieni,Mwiyogo/Endarasha,"Plot 329, Lane 10, Tom Mboya",22-Aug-2023,pending,3,Student,14000,Food Support,Youth
PLUS-001208,w. k. mcharo,52538666 ,+254 115-175-91,wabomba.mcharo@gmail.com,1973-06-04,MALE,Kisumu,Kisumu Central,Kaloleni,"Plot 365, Lane 17, Moi Avenue",01-Oct-2023,pending,3,Retired,24500,Medical Cover,Widow
PLUS-001209,kimani saidimu,50216471,254 752 678 99,kimani.saidimu@gmail.com,1964-10-19,MALE,Nyeri,Mathira,Magutu,"Plot 156, Lane 1, Ngong Road",2026-01-08,active,2,Employed,5000,Education Support,Youth
PLUS-001210,ongeri mohamed,36 970 791,+254 766-536-55,ongeri.mohamed@hotmail.com,1959-03-22,MALE,Kiambu,Kabete,Kabete,"House 72, Kiambu Road Drive, Ruaraka",09 Jul 2023,pending,3,Retired,42500,Business Grant,Youth
PLUS-001211,nyambura ojwng, 54819596,073623860,nojwang@hotmail.com,1980-07-20,FEMALE,Bungoma,Kimilili,Kamukuywa,"House 408, Garden Estate Street, Mombasa Road",2023-02-20,inactive,3,Employed,32000,Medical Cover,Orphan
PLUS-001212,rimberia kinyoa,13 680 680,011 249 600,rimberiakinya@gmail.com,1983-04-02,MALE,Machakos,Mavoko,Kinanie,"Plot 266, Lane 17, Waiyaki",13-Feb-2025,inactive,2,Employed,24000,Food Support,Youth
PLUS-001213,ndegwa priscilla,35 144 726,0119-693-54,priscilla.ndegwa@gmail.com,1995-03-15,MALE,Nairobi,Dagoretti North,Kawangware,"Plot 136, Lane 16, Waiyaki",31/10/2025,pending,3,Self-Employed,20000,Medical Cover,Orphan
PLUS-001214,kipngetich naabwire,60-984-196,010 847 263,k.n@gmail.com,1978-12-06,MALE,Nairobi,Westlands,Kitisuru,"House 320, Kenyatta Drive, Moi Avenue",01/02/2023,active,1,Unemployed,9000,Education Support,Youth
PLUS-001215,veronica githue,43-800-407,+25478826903,veronica@gmail.com,1987-12-07,MALE,Nakuru,Rongai,Visoi,"Plot 104, Lane 1, Ngong",06-12-2023,inactive,5,Unemployed,27500,Medical Cover,Orphan
PLUS-001216,esther kariki,32 451 247,077298991,esther.kariuki@gmail.com,1988-02-03,FEMALE,Nakuru,Bahati,Kiamaina,"Plot 341, Lane 11, Likoni",2026-02-27,active,2,Retired,54500,Education Support,Elderly
PLUS-001217,onditi nudku,82 003 695,070764994,onditi_nduku@yahoo.com,1957-08-15,MALE,Uasin Gishu,Ainabkoi,Kaptagat,"Plot 455, Lane 20, Argwings Kodhek",06-Feb-2026,pending,9,Retired,74500,Education Support,Youth
PLUS-001218,wanjiru mutu,10852813 ,079968454,wanjiru70@gmail.com,2004-03-09,FEMALE,Nyeri,Mukurweini,Mukurwe-ini West,"House 335, Kasarani Avenue, Athi River",28-Dec-2026,inactive,4,Self-Employed,32000,Business Grant,PWD
PLUS-001219,micah mukhwana,42400492 ,073 558 286,micah75@gmail.com,1955-04-11,FEMALE,Not Provided,Subukia,Kabazi,"Plot 235, Lane 5, Lenana",28/12/2026,inactive,6,Self-Employed,,Food Support,Widow
PLUS-001220,rweria wabompa,4534-6366,0713-225-34,rweria.wabomba@hotmail.com,1967-05-14,FEMALE,Bomet,Konoin,Embomos,"Plot 366, Lane 10, Waiyaki",2026-06-29,pending,6,Retired,20000,Education Support,Elderly
PLUS-001221,agnes awino,62135687,254 733 086 42,a.awino@yahoo.com,1983-10-14,MALE,Trans Nzoia,Saboti,Tuwani,"Plot 286, Lane 15, Kilimani",08/14/2023,active,4,Retired,139000,Cash Transfer,Youth
PLUS-001222,gladys omonti,59 887 499,079628539,omondigladys@gmail.com,1980-01-25,FEMALE,Meru,Buuri,Kiirua/Naari,"House 59, Uhuru Drive, Kitisuru",22/07/2024,active,3,Employed,200000,Medical Cover,PWD
PLUS-001223,micah omar,44740194,254 749 938 84,micah.omar@gmail.com,1976-03-08,FEMALE,Nairobi,Dagoretti North,Gatina,"Plot 453, Lane 5, Kiambu",26/08/2025,active,7,Unemployed,31500,Cash Transfer,Youth
PLUS-001224,"ndunda, cecilia",26 497 914,+254 784-154-51,cecilia.ndunda@gmail.com,Unknown,FEMALE,Nairobi,Westlands,Kangemi,"Plot 292, Lane 6, Kilimani",30-04-2023,pending,4,Employed,10000,Food Support,Vulnerable
PLUS-001225,patrick pauline macharia,67612764,254 756 426 87,patrick@yahoo.com,1999-03-02,FEMALE,Nakuru,Rongai,Solai,"Plot 228, Lane 6, Kikuyu",20250220,inactive,2,Retired,104500,Medical Cover,Vulnerable
PLUS-001226,mercy mugo, 18612304,+25474296353,mercy.mugo@gmail.com,2003-02-28,MALE,Kiambu,Unknown,Ting'ang'a,"Plot 165, Lane 17, Mombasa Road",2024-01-19,active,2,Unemployed,43000,Cash Transfer,Orphan
PLUS-001227,kipkemoi kagew,20 969 370,010 243 817,kkagwe@hotmail.com,26-May-1966,Female,Kakamega,Matungu,Kholera,"House 385, Garden Estate Drive, Kileleshwa",15-Aug-26,pending,1,Employed,71000,Education Support,Widow
PLUS-001228,mueni mbaka,30947020,254 715 506 51,mueni.mbaka@outlook.com,2001-12-08,FEMALE,NAKURU,BAHATI,BAHATI,"Plot 235, Lane 8, Lenana",29-07-2024,pending,3,Retired,14000,Business Grant,Orphan
PLUS-001229,wangeci  kariuki,15776720 ,+254 791-824-05,wangeci.kariuki@gmail.com,1982-09-06,MALE,Nairobi,Dagoretti South,Uthiru,"House 109, Athi River Road, Langata",07-Apr-2026,active,4,Unemployed,24500,Food Support,PWD
PLUS-001230,timothy mvakideu,71791460 ,075829235,timothy.mwakideu@yahoo.com,1984-11-18,FEMALE,KAKAMEGA,Matungu,Kholera,"House 60, Waiyaki Drive, Ngong",13-Oct-2025,active,5,Employed,12500,Food Support,Vulnerable
PLUS-001231,zechariah mcharo,70640795,254 764 207 37,zechariah.mcharo@gmail.com,1959-07-07,MALE,Machakos,Kathiani,Kathiani Central,"Plot 208, Lane 16, Uhuru",17-Jun-25,inactive,6,Student,58500,Education Support,Orphan
PLUS-001232,mugo kaimenii,82-592-239,0726-246-35,m.k@outlook.com,1993-10-13,MALE,Machakos,Masinga,Muthesya,"Plot 14, Lane 4, Karen",27-Jan-2025,inactive,5,Employed,123500,Food Support,Orphan
PLUS-001233,kenei nyambane,13-145-430,+25473583680,nyambane.kenei@gmail.com,1987-07-17,FEMALE,Kakamega,Khwisero,Kisa East,"House 330, Westlands Street, Tom Mboya",11 Dec 2024,inactive,4,Employed,57000,Education Support,Elderly
PLUS-001234,k. n. awino,52-951-801,+25411656164,kwamboka.awino@gmail.com,1997-04-19,MALE,Machakos,Kathiani,Kathiani Central,"Plot 166, Lane 8, Mombasa Road",06 Apr 2025,pending,8,Unemployed,76500,Education Support,PWD
PLUS-001235,g. c. mogaka,28 443 910,25474576073,george.mogaka@yahoo.com,1956-12-22,FEMALE,Kiambu,Ruiru,Kahawa Wendani,"Plot 398, Lane 16, Thika Superhighway",18/10/2023,active,2,Student,22500,Education Support,Vulnerable
PLUS-001236,"jepkoech, priscilla kipsang",37762436,0719-515-47,priscilla.jepkoech@yahoo.com,1955-02-21,FEMALE,Kakamega,Butere,Marama North,"House 191, Kasarani Drive, Langata",2023-08-09,active,4,Student,85000,Food Support,Elderly
PLUS-001237,s. kivuva,7847-9889,0744-531-50,syokau.kivuva@outlook.com,1970-10-15,FEMALE,Mombasa,Nyali,Mkomani,"Plot 75, Lane 3, Langata",26/08/2023,pending,6,Unemployed,5500,Cash Transfer,Youth
PLUS-001238,mutua kiyua,75 959 809,0735-579-69,mutuakinyua@gmail.com,1986-05-04,MALE,Mombasa,Likoni,Mtongwe,"Plot 328, Lane 1, Jogoo",17-Sep-2025,inactive,3,Unemployed,20500,Business Grant,Widow
PLUS-001239,naliaka hannah mugo,4329-6039,070 633 917,naliaka.mugo@gmail.com,2000-03-09,FEMALE,Kakamega,Ikolomani,Idakho Central,"Plot 335, Lane 15, Garden Estate",20250926,inactive,4,Student,168500,Food Support,Widow
PLUS-001240,cynthia ombtai,99-849-459,0113.510.81,cynthiaombati@hotmail.com,1988-12-15,FEMALE,Kiambu,Limuru,Bibirioni,"Plot 377, Lane 15, Tom Mboya",04/09/2024,pending,5,Self-Employed,65000,Medical Cover,Widow
PLUS-001241,aoko njorge, 93415939,+254 772 554 83,Not Provided,Unknown,MALE,Kisumu,Kisumu East,Kolwa East,"House 50, Kileleshwa Road, Lavington",12/19/2025,pending,1,Self-Employed,17000,Cash Transfer,Widow
PLUS-001242,opiyo wambugu,32095445,254 708 817 91,opiyo@yahoo.com,1996-08-11,FEMALE,Kiambu,Githunguri,Ngewa,"House 196, Kangundo Drive, Outering",2025-04-20,pending,1,Unemployed,29000,Medical Cover,PWD
PLUS-001243,cynthia nekesa ombati,99849459,254 113 510 81,cynthiaombati@hotmail.com,1988-12-15,FEMALE,Kiambu,Limuru,Bibirioni,"Plot 230, Lane 5, Westlands",04/09/2024,pending,5,Self-Employed,65000,Medical Cover,Widow
PLUS-001244,"omar, kipkemoi",3818-6515,254 108 808 72,kipkemoi.omar@yahoo.com,1983-12-15,MALE,Bungoma,Kimilili,Kibingei,"House 231, Thika Road, Kenyatta",2023-08-21,active,3,Unemployed,47000,Cash Transfer,Elderly
PLUS-001245,"wambui, alexander", 45616644,0109-455-65,alexander.wambui@gmail.com,1962-03-05,MALE,Mombasa,Jomvu,Jomvu Kuu,"Plot 143, Lane 10, Mombasa Road",08/12/2025,active,8,Employed,18000,Medical Cover,Elderly
PLUS-001246,okoth leshan,72895019,254 769 728 02,okoth.leshan@gmail.com,1994-12-05,FEMALE,Bomet County,Bomet Central,Ndarawetta,"Plot 407, Lane 14, Karen",23/07/2023,pending,1,Student,200000,Food Support,PWD
PLUS-001247,marete kogsei,56462427 ,254 793 345 23,mkosgei@hotmail.com,1997-09-03,FEMALE,Kisumu,Kisumu Central,Nyalenda 'B',"Plot 330, Lane 8, Jogoo",08/03/2023,active,8,Unemployed,93500,Food Support,PWD
PLUS-001248,veronica kenja,47586447 ,0774.198.65,v.k@gmail.com,1989-08-04,FEMALE,Mombasa,Likoni,Bofu,"Plot 42, Lane 3, Kikuyu",21-01-2023,pending,3,Retired,113500,Food Support,Orphan
PLUS-001249,hannah wanyonyi mogaka,36252609,254 789 871 65,hannah@hotmail.com,1975-01-06,FEMALE,Meru,Tigania West,Kianjai,"Plot 42, Lane 19, Kitisuru",18-Nov-2026,inactive,3,Employed,18500,Cash Transfer,Orphan
PLUS-001250,nasimiyu andrew wanjala,70249712,254 767 614 75,nasimiyu.wanjala@gmail.com,1963-08-23,FEMALE,Nairobi,Dagoretti North,Kilimani,"Plot 304, Lane 15, Mugumo",2026-06-15,pending,7,Unemployed,33000,Education Support,PWD
PLUS-001251,marete  kosgei,56462427 ,0793.345.23,marete.kosgei@hotmail.com,1997-09-03,FEMALE,Kisumu,Kisumu Central,Nyalenda 'B',"Plot 330, Lane 8, Jogoo",08/03/2023,active,8,Unemployed,93500,Food Support,PWD
PLUS-001252,kimeu rotitch,2572-5946,25474706314,kr@hotmail.com,1967-04-15,FEMALE,Turkana,Turkana South,Lobokat,"house 243, jogoo drive, lenana",21-08-2025,inactive,7,Retired,15000,Food Support,Widow
PLUS-001253,aoko mwakish,34219451 ,25473759737,mwakishaa@gmail.com,22/07/1962,Male,Nyeri,Mathira,Ruguru,House230NgongRdAvenueKasarani,27-Aug-24,inactive,4,Unemployed,23000,Business Grant,Orphan
PLUS-001254,victor giitau,67 304 369,+254 798-210-75,victorgitau@yahoo.com,1988-06-05,FEMALE,Kisumu,Nyando,Kabonyo/Kanyagwal,"House 381, River Road Road, Parklands",26-Nov-2025,pending,5,Retired,,Cash Transfer,Youth
PLUS-001255,zechariah sigei,18 158 813,25470638986,zechariah.sigei@gmail.com,1988-02-05,FEMALE,Machakos,Kangundo,Kangundo Central,"Plot 144, Lane 4, Ruaraka",19-Feb-2025,inactive,3,Unemployed,22000,Education Support,Vulnerable
PLUS-001256,deborah kipchirchir athman,80 075 544,071 939 287,deborah_athman@gmail.com,20-02-1974,MALE,Uasin Gishu,Turbo,Huruma,Plot187Lane8Langata,12/14/2026,Pending,4,Retired,20000,Medical Cover,Vulnerable
PLUS-001257,kimeu isaiah rotich, 25725946,25474706314,k.r@hotmail.com,1967-04-15,FEMALE,Turkana,Turkana South,Lobokat,"house 243, jogoo drive, lenana",21-08-2025,inactive,7,Retired,15000,Food Support,Widow
PLUS-001258,michael nafule,30833313 ,0754-877-54,michael84@yahoo.com,Not Provided,MALE,Turkana,Turkana North,Kaikor,Unknown,27-Jan-2024,pending,4,Self-Employed,50500,Business Grant,Vulnerable
PLUS-001259,wanjiru sadimu,5863-8387,254 777 133 02,w.saidimu@yahoo.com,1970-08-22,MALE,Kisumu,,,"Plot 91, Lane 10, Westlands",18/11/2023,active,4,Retired,72000,Education Support,Vulnerable
PLUS-001260,"saidimu, leah",1361-9039,254 753 160 99,leah25@yahoo.com,1990-10-14,MALE,Bungoma,Kabuchai,Bwake/Luuya,"Plot 166, Lane 17, Ruaraka",10/01/2025,pending,1,Self-Employed,74500,Education Support,Orphan
PLUS-001261,ruth kagwe,91037151,254 102 303 26,ruth.kagwe@gmail.com,1973-03-20,MALE,Nyeri,Othaya,Ngaru,"Plot 208, Lane 18, Ngong",04/08/2023,inactive,4,Retired,36500,Medical Cover,Youth
PLUS-001262,chepkorir kiprop,78870570,254 103 717 56,chepkorir21@gmail.com,1979-03-05,MALE,Mombasa,Likoni,Bofu,"Plot 230, Lane 18, Kangundo",09/18/2026,Unknown,5,Employed,9500,Medical Cover,Elderly
PLUS-001263,wachira mwangulo,54 269 149,0767.025.53,wachiramwangolo@gmail.com,1986-08-14,MALE,Kakamega,Unknown,East Wanga,"House 197, Langata Drive, Mugumo",06-Feb-23,Not Provided,4,Not Provided,27000,Medical Cover,Widow
PLUS-001264,silas chepkirui,69200912,254 728 590 52,silas@outlook.com,1981-08-17,FEMALE,MACHAKOS,Matungulu,Tala,"Plot 61, Lane 17, River Road",13 Feb 2023,active,5,Employed,5500,Education Support,PWD
PLUS-001265,wachira sigey,9214-7935,+25471757658,wachira40@outlook.com,1985-09-08,MALE,Kiambu,Lari,Kinale,"Plot 260, Lane 7, Kasarani",16-Dec-2023,inactive,4,Self-Employed,38500,Cash Transfer,Vulnerable
PLUS-001266,rimberia njuguna,3118-3862,254 742 471 00,rimberia.njuguna@gmail.com,1998-03-09,FEMALE,Turkana,Turkana East,Lokichar,"Plot 200, Lane 17, Ngong",2025-11-17,inactive,3,Employed,15000,Education Support,Elderly
PLUS-001267,beatrice wairimu,39 652 877,+254 734-664-54,beatrice.wairimu@gmail.com,1965-11-22,MALE,Kiambu,Githunguri,Ngewa,"House 344, River Road Road, Moi Avenue",2025-02-17,pending,9,Student,21000,Food Support,PWD
PLUS-001268,dorothy mwangi mbuthia, 33608547,+254 727-907-01,dorothy.mbuthia@gmail.com,1995-10-14,MALE,Nairobi,Dagoretti South,Waithaka,"Plot 89, Lane 19, Argwings Kodhek",07/21/2024,pending,4,Retired,27000,Business Grant,PWD
PLUS-001269,veronica kesnga,4758-6447,254 774 198 65,v.kenga@gmail.com,1989-08-04,FEMALE,Mombasa,Likoni,Bofu,"Plot 42, Lane 3, Kikuyu",21-01-2023,pending,3,Retired,113500,Food Support,Orphan
PLUS-001270,victor chebet,73339433,254 762 815 20,victor.chebet@gmail.com,1981-09-20,FEMALE,Kakamega,Mumias East,East Wanga,"Plot 86, Lane 6, Kiambu Road",11 Sep 2023,active,8,Self-Employed,40000,Food Support,PWD
PLUS-001271,syokau  brenda  opiyo,82-987-126,25478123300,sopiyo@yahoo.com,19721223,Female,Kakamega,Ikolomani,Idakho Central,"PLOT 160, LANE 12, KIAMBU ROAD",03/27/2024,Pending,3,Unemployed,200000,Medical Cover,Youth
PLUS-001272,gathoni bett,71524281,254 725 897 39,gathoni.bett@gmail.com,2003-05-21,MALE,Machakos,Machakos Town,Mutituni,"Plot 406, Lane 20, Parklands",01/03/2025,pending,6,Unemployed,93000,Medical Cover,Elderly
PLUS-001273,hassan vincent lydia, 10502052,0751.019.57,vincent.hassan@gmail.com,1998-03-27,FEMALE,Nakuru,Kuresoi North,Nyota,"House 394, Outering Drive, Thika Superhighway",17-06-2023,inactive,3,Retired,52500,Cash Transfer,Elderly
