beneficiary_id,full_name,id_number,mobile,email_address,date_of_birth,gender,county,sub_county,ward,postal_address,registration_date,status,training_center,training_area,skill_category,training_status,completion_status
VOC-001293,FLORA LESHAN NDEGWA,71587674,+25411368891,flora.ndegwa@outlook.com,1991-12-08,F,Nairobi,Westlands,Kitisuru,"House 109, Argwings Kodhek Street, Garden Estate",16-Oct-24,INACTIVE,Eldoret Polytechnic,Catering,Hospitality,Completed,Ongoing
VOC-001294,SAIDIMU NDUKU ISAAC,82-957-881,0718.471.30,nduku.saidimu@gmail.com,1973-03-16,M,Bungoma,Webuye West,Sitikho,"Plot 325, Lane 12, Kitisuru",08/03/2025,ACTIVE,Thika Technical Training Institute,Metalwork,Technical,Dropped Out,Certified
VOC-001295,KIOKO GITONGA JEPKOECH,26935536,+25475167639,kioko@yahoo.com,1965-07-28,M,Kisumu,Nyakach,South West Nyakach,"Plot 71, Lane 6, Ngong",08-02-2023,INACTIVE,Bomet Youth Polytechnic,Hairdressing,Hospitality,In Progress,Certified
VOC-001296,"MWIRIGI, ALICE SYOMBUA", 76245685,25473404458,alice.mwirigi@outlook.com,1991-01-25,F,Kiambu,Kiambu,Ndumberi,"Plot 115, Lane 10, Parklands",2024-09-18,ACTIVE,Thika Technical Training Institute,Tailoring,Technical,Enrolled,Certified
VOC-001297,K. NABWIRE, 60984196,010 847 263,nabwirekipngetich@outlook.com,1978-12-06,F,Nairobi,Westlands,Kitisuru,"HOUSE 320, KENYATTA DRIVE, MOI AVENUE",2023-09-09,Pending,Bomet Youth Polytechnic,Welding,HOSPITALITY,Enrolled,Not Started
VOC-001298,BOSIBORI KAMANDE,68953251,+25410908583,bosibori.kamande@gmail.com,1959-12-09,M,Kisumu,Muhoroni,Muhoroni/Koru,"House 314, Kangundo Drive, Kileleshwa",01/09/2023,ACTIVE,Thika Technical Training Institute,Electrical,Digital,Enrolled,Certified
VOC-001299,STEPHEN EDITH AWITI,72606225 ,+254 771-345-25,Stephen.awiti@gmail.com,1961-04-15,F,Nairobi,Kibra,Laini Saba,"House 158, Tom Mboya Drive, Kiambu",15-Oct-2025,INACTIVE,Kakamega Youth Polytechnic,Welding,Digital,Dropped Out,Completed
VOC-001300,WANYONYI KENEI,74668530,+25474357796,N/A,1996-01-06,F,Nairobi,Dagoretti North,Gatina,"Plot 87, Lane 17, Karen",2025-03-06,NA,Kakamega Youth Polytechnic,Plumbing,Technical,In Progress,Certified
VOC-001301,"MUMO, DENNIS", 71572793,+254 789-332-06,Dennis.mumo@yahoo.com,1966-01-23,M,Kilifi,Kilifi North,Tezo,"House 206, Ngong Road Street, Kiambu Road",2023-04-28,ACTIVE,Bomet Youth Polytechnic,Metalwork,Artisan,Enrolled,Completed
VOC-001302,JONAH SHARON BETT,74-650-288,+25478747039,J.b@gmail.com,27-04-1986,F,Mombasa,Kisauni,Bamburi,"Plot 469, Lane 7, Athi River",09/03/2024,Active,Kisumu Youth Skills Centre,Automotive,HOSPITALITY,In Progress,Ongoing
VOC-001303,ELIZABETH NDUNGE LUBANGA,38889586,+25410981116,elizabeth@outlook.com,1983-07-25,M,Nakuru,Nakuru Town East,Flamingo,"Plot 162, Lane 3, Ruiru",21-Oct-25,ACTIVE,Kitale Technical College,Electrical,Hospitality,Enrolled,Completed
VOC-001304,AGNES KORIR,46632288,+25411446081,Agnes.korir@gmail.com,1983-07-23,M,Kisumu,KisumuEast,Manyatta 'B',"Plot 175, Lane 14, Thika",02-26-2024,INACTIVE,Kisumu Youth Skills Centre,Welding,Artisan,Dropped Out,Not Started
VOC-001305,MWANIA NDEGWA,61793831 ,+25474315893,mwania.ndegwa@gmail.com,1962-01-12,M,Mombasa,Jomvu,Miritini,"House 81, Likoni Street, River Road",07-Jan-2023,INACTIVE,Eldoret Polytechnic,Plumbing,Artisan,Completed,Certified
VOC-001306,KERUBO NJUGUNA NGANGA,3290-7135,25475739346,Kerubo.nganga@gmail.com,1976-08-14,F,Uasin Gishu,Ainabkoi,Kapsoya,"Plot 290, Lane 17, Argwings Kodhek",2025-12-05,ACTIVE,Meru Vocational Centre,Plumbing,Digital,Dropped Out,Not Started
VOC-001307,A. MUTISYA,94 060 783,25410360211,Aoko53@hotmail.com,01/07/1970,F,Bomet,Chepalungu,Sigour,"HOUSE 7, NGONG AVENUE, KITISURU",2025-06-16,INACTIVE,Nakuru Industrial Training Centre,Catering,TECHNICAL,Completed,Completed
VOC-001308,MOMANYI MUOG, 75453166,077258279,momanyi54@gmail.com,1965-02-12,M,Uasin Gishu,Kesses,Tulwet/Chuiyat,"House 412, Langata Avenue, Langata",08/16/2023,ACTIVE,Machakos Technical Institute,Plumbing,Technical,Completed,Certified
VOC-001309,JEPKORIR MUATISYA,1725-9175,25471879319,Jepkorir@gmail.com,2001-01-05,F,Uasin Gishu,Kapseret,Langas,"Plot 113, Lane 20, Ngong",07-Oct-25,ACTIVE,Kakamega Youth Polytechnic,Carpentry,Technical,In Progress,Not Started
VOC-001310,AUMA CHEPIRUI, 36578446,078794988,NA,1965-07-03,F,Nairobi,Lang'ata,Nairobi West,"House 351, Ruiru Drive, Athi River",2024-08-04,Not Provided,NA,Welding,Artisan,In Progress,Not Started
VOC-001311,ADHIAMBO KINYE,58537393 ,0111-691-61,a.k@gmail.com,1975-09-04,F,Nairobi,Kasarani,Kamulu,"Plot 330, Lane 5, Moi Avenue",Not Provided,ACTIVE,Kitale Technical College,Graphics Design,Hospitality,Dropped Out,Ongoing
VOC-001312,JAMES KIOK,32638266,+25479228873,James.kioko@gmail.com,1997-01-20,M,Turkana,Turkana Central,Kalokol,NA,14 Apr 2024,ACTIVE,Thika Technical Training Institute,Electrical,Digital,Enrolled,Ongoing
VOC-001313,JEBIWOTT NAFULA KOECH,20135745,+25478919189,jebiwott.koech@yahoo.com,1986-08-13,M,Machakos,Yatta,Matuu,"House 418, Ngong Road Road, Ngong",09-09-2025,INACTIVE,Kisumu Youth Skills Centre,Welding,Artisan,Dropped Out,Completed
VOC-001314,WAIRIMU KAMAU,65277579,+25476374819,W.k@yahoo.com,2003-02-16,M,Nairobi,Dagoretti North,Kilimani,"Plot 27, Lane 5, Garden Estate",2024-05-25,ACTIVE,Eldoret Polytechnic,Plumbing,Artisan,In Progress,Ongoing
VOC-001315,RACHEL ROTIC,73884512,+25411201420,rachel.rotich@gmail.com,1986-03-24,M,Uasin Gishu,Kapseret,Megun,"House 333, Thika Road, Waiyaki",2025-01-07,INACTIVE,Kakamega Youth Polytechnic,Graphics Design,Digital,Dropped Out,Ongoing
VOC-001316,"KENEI, JONATHAN", 88380820,+254 101 383 82,Jonathan.kenei@gmail.com,1967-04-13,F,Kiambu,Limuru,Limuru East,"Plot 131, Lane 5, Lenana",04/10/2023,ACTIVE,N/A,Catering,Technical,Dropped Out,Completed
VOC-001317,MWOROA MUNYAO,4760-3482,0105.603.02,munyao.mworoa@outlook.com,2005-09-21,M,Kilifi,Ganze,Sokoke,"Plot 240, Lane 15, Westlands",2025-04-24,ACTIVE,Bomet Youth Polytechnic,Electrical,Technical,Completed,Completed
VOC-001318,"ODUYA, KIPKEMBOI", 74642957,075540867,Kipkemboi87@gmail.com,13-07-1970,male,Nyeri,Mathira,Magutu,"HOUSE 60, KIKUYU AVENUE, JOGOO",07 Nov 2023,Active,Meru Vocational Centre,Masonry,TECHNICAL,Dropped Out,Completed
VOC-001319,ANTHONY JEBETSYOKAU,74594778,+25475522217,Anthony20@gmail.com,1988-04-05,male,Trans Nzoia,Kwanza,Kapomboi,"House 474, Kiambu Road Avenue, Outering",2023-12-12,Pending,Meru Vocational Centre,Welding,DIGITAL,In Progress,Certified
VOC-001320,W. KAMAU,65 277 579,254 766 677 99,Wairimu.kamau@yahoo.com,2003-02-16,M,Nairobi,Dagoretti North,Kilimani,"Plot 87, Lane 4, Likoni",2024-05-25,ACTIVE,Eldoret Polytechnic,Plumbing,Artisan,In Progress,Ongoing
VOC-001321,BRIDGET KAMAU NALIAKA,91335378,+25474536809,Bridget.naliaka@gmail.com,1991-01-14,F,Nairobi,Kibra,Sarang'ombe,"Plot 472, Lane 10, Athi River",12-06-2024,INACTIVE,Thika Technical Training Institute,Plumbing,Artisan,Dropped Out,Not Started
VOC-001322,JUDITH OKODH, 35444694,254 743 955 12,judithokoth@yahoo.com,1975-10-22,M,Kisumu,Nyakach,South West Nyakach,"Plot 52, Lane 17, Kiambu",2025-04-29,ACTIVE,Mombasa Technical Institute,ICT,Technical,In Progress,Completed
VOC-001323,AWITI KAIMENYI,60 224 330,0709.649.39,awiti.kaimenyi@yahoo.com,1951-02-11,F,Nakuru,Nakuru Town West,Kaptembwo,"House 367, Argwings Kodhek Road, Thika Superhighway",06-Mar-2023,ACTIVE,Nakuru Industrial Training Centre,Carpentry,Technical,Enrolled,Completed
VOC-001324,SENTEU  GRACE  LUBANGA,46 160 937,+254 115-370-17,Senteu.lubanga@yahoo.com,1997-07-24,M,Mombasa,Likoni,Bofu,"Plot 406, Lane 10, Outering",02/09/2023,INACTIVE,Mombasa Technical Institute,Welding,Artisan,Enrolled,Ongoing
VOC-001325,FLORA MUMAO,89-118-492,0787.384.37,F.m@gmail.com,1981-10-10,M,Not Provided,Ainabkoi,Not Provided,"Plot 313, Lane 12, Kileleshwa",24/12/2024,INACTIVE,Thika Technical Training Institute,Catering,Technical,Enrolled,Not Started
VOC-001326,DIANA MUEMA,4754-9488,075318882,Diana85@yahoo.com,N/A,M,Meru,South Imenti,Abogeta West,"Plot 381, Lane 6, Thika",29-Aug-23,ACTIVE,Eldoret Polytechnic,Graphics Design,Technical,Enrolled,Ongoing
VOC-001327,GRACE NAMUKHULAA,76 805 175,+25471984855,namukhulagrace14@outlook.com,13/01/1984,Male,Nairobi,Dagoretti North,N/A,"house 55, mugumo drive, moi avenue",2024-06-04,pending,Nakuru Industrial Training Centre,Tailoring,HOSPITALITY,In Progress,Certified
VOC-001328,CHEPKORIR GYTHUA,23062971 ,078 177 602,chepkorir_githua@gmail.com,1983-01-04,F,Mombasa,Likoni,Likoni,"Plot 384, Lane 14, Kiambu Road",20251124,INACTIVE,Kakamega Youth Polytechnic,Plumbing,Artisan,In Progress,Not Started
VOC-001329,"NABWIRE, WAITHERA", 85701885,071 328 303,waithera.nabwire@gmail.com,2003-10-16,M,NAKURU,NAIVASHA,MAAI MAHIU,"House 303, Thika Drive, Lavington",15-Oct-2023,INACTIVE,Mombasa Technical Institute,Graphics Design,Artisan,Completed,Not Started
VOC-001330,KERUBO AWRITI, 92850903,010 476 831,Kerubo8@gmail.com,1999-11-25,M,Turkana,Turkana South,Kalamon,"House 278, Kangundo Drive, Moi Avenue",16-08-2023,INACTIVE,Machakos Technical Institute,Masonry,Artisan,In Progress,Certified
VOC-001331,HAGGAI KIRBATHI,93-326-883,0723.255.82,H.k@yahoo.com,1952-04-10,F,Kisumu,Nyando,East Kano/Wawidhi,"Plot 375, Lane 7, Lavington",15/11/2023,INACTIVE,Nakuru Industrial Training Centre,Plumbing,Artisan,Completed,Ongoing
VOC-001332,"BARASA, ONGERI", 79521092,254 748 228 93,ongeri46@gmail.com,1988-09-14,female,Kiambu,Ruiru,Kiuu,"Plot 307, Ln 14, Parklands",10/10/2024,active,Kakamega Youth Polytechnic,Automotive,HOSPITALITY,Completed,Certified
VOC-001333,EZEKIEL STEPHEN KANAMPIU,NA,+25471498281,Ezekiel.kanampiu@gmail.com,1989-01-22,M,Nairobi,Kibra,Lindi,"Plot 94, Lane 6, Ruaraka",10-Oct-24,ACTIVE,Nairobi Vocational Training Centre,Hairdressing,Artisan,Completed,Ongoing
VOC-001334,ATIENO MUGO KOECH,93373651,+25471222233,atieno.koech@gmail.com,1978-02-22,M,Kakamega,Khwisero,Kisa North,"House 237, Outering Street, Jogoo",2023-09-17,INACTIVE,Bomet Youth Polytechnic,ICT,Technical,Enrolled,Certified
VOC-001335,SYOKAU TOWETT,5731-7691,+25476471735,syokau.towett@gmail.com,1995-02-26,M,Machakos,Machakos Town,Kalama,"House 437, Lenana Drive, Jogoo",21/02/2025,INACTIVE,Kitale Technical College,Catering,Digital,Enrolled,Not Started
VOC-001336,MONICA SENTE,35645457 ,N/A,monica.senteu@yahoo.com,1982-03-14,F,NA,Kesses,Cheptiret/Kipchamo,"Plot 464, Lane 3, Moi Avenue",28-Oct-2024,INACTIVE,Machakos Technical Institute,Catering,Artisan,Dropped Out,Not Started
VOC-001337,SYOMBUA KIMUTAI,29846665 ,254 111 243 14,Syombua.kimutai@gmail.com,1997-01-19,F,Kiambu,Kiambu,Ndumberi,"Plot 134, Lane 11, Ngong Road",2025-12-28,ACTIVE,Kakamega Youth Polytechnic,ICT,Artisan,Dropped Out,Completed
VOC-001338,JEBET KIUVVA,64-910-054,+254 777 867 79,jkivuva@gmail.com,1995-02-06,F,Kiambu,Kikuyu,Not Provided,"Plot 227, Lane 12, Ruiru",2024-07-08,ACTIVE,N/A,Tailoring,Technical,Dropped Out,Ongoing
VOC-001339,NASERIAN MUKHWANA,24-504-338,25475111023,naserian.mukhwana@hotmail.com,2002-11-25,M,Meru,North Imenti,Mweronkanga,"Plot 395, Lane 15, Lavington",16-08-2025,ACTIVE,Kakamega Youth Polytechnic,Catering,Technical,Completed,Completed
VOC-001340,EZEKIEL MWAGNI,96244314,+25474775133,Ezekiel.mwangi@hotmail.com,1991-11-21,M,Kakamega,Matungu,Kholera,"Plot 464, Lane 5, Karen",2025-03-07,INACTIVE,Meru Vocational Centre,Tailoring,Artisan,Dropped Out,Not Started
VOC-001341,DEBORAH KIPCHIRCHIR ATHMAN,80 075 544,25471939287,Deborah.athman@gmail.com,1974-02-20,F,Uasin Gishu,Turbo,Huruma,"Plot 187, Lane 8, Langata",08-01-2024,ACTIVE,Kitale Technical College,Graphics Design,Hospitality,In Progress,Certified
VOC-001342,SYOKAU WECESA, 28156328,254 109 866 58,Syokau78@gmail.com,1991-08-01,F,Kisumu,Kisumu East,Manyatta 'B',"Plot 391, Lane 12, Athi River",26-Aug-2025,INACTIVE,Meru Vocational Centre,Electrical,Hospitality,In Progress,Not Started
VOC-001343,WAITHERA  NABWIRE,85-701-885,25471328303,waithera.nabwire@gmail.com,2003-10-16,M,NAKURU,NAIVASHA,MAAI MAHIU,"House 303, Thika Drive, Lavington",15-Oct-2023,INACTIVE,Mombasa Technical Institute,Graphics Design,Artisan,Completed,Not Started
VOC-001344,JONAH CHEPNGENO MOKUA,91541051,+25471779519,jmokua@gmail.com,1981-02-24,F,Uasin Gishu,Ainabkoi,Kapsoya,"House 122, Kiambu Road Street, Ngong Road",23/02/2025,INACTIVE,Mombasa Technical Institute,Welding,Digital,Completed,Ongoing
VOC-001345,ONSONGO HABAKKUK SALIM,53-043-124,0782.078.91,onsongo.salim@hotmail.com,1983-11-10,M,Uasin Gishu,Turbo,Huruma,"Plot 210, Lane 14, Ngong",29-Sep-24,ACTIVE,Kakamega Youth Polytechnic,Automotive,Digital,Dropped Out,Not Started
VOC-001346,KALOKI CHEPKORIR,52550453 ,254 744 003 22,Kaloki.chepkorir@hotmail.com,1992-12-18,M,Machakos,Matungulu,Matungulu East,"House 196, Parklands Street, Karen",12-Jul-25,ACTIVE,Nairobi Vocational Training Centre,Welding,Technical,In Progress,Certified
VOC-001347,KERUBO NJUGUNA NGANGA,32907135,+25475739346,Kerubo.nganga@gmail.com,1976-08-14,F,Uasin Gishu,Ainabkoi,Kapsoya,"Plot 290, Lane 17, Argwings Kodhek",2025-12-05,ACTIVE,Meru Vocational Centre,Plumbing,Digital,Dropped Out,Not Started
VOC-001348,OMONDI CATHERINE CATHERINE,4253-0972,011244226,catherine.omondi@yahoo.com,1967-12-18,M,Trans Nzoia,Endebess,Chepchoina,"House 47, Lenana Road, Kileleshwa",21-May-2023,ACTIVE,Eldoret Polytechnic,ICT,Technical,Enrolled,Not Started
VOC-001349,"MUSILA, MUTWIRI", 82351312,0772-405-06,Mutwiri.musila@hotmail.com,2001-10-07,M,Meru,Tigania East,Muthara,"House 415, Kenyatta Road, Jogoo",05/17/2023,INACTIVE,Bomet Youth Polytechnic,Catering,Hospitality,In Progress,Completed
VOC-001350,EMILY WANYONYI KAMOTHO,4688-1809,25410131807,Emily.kamotho@outlook.com,1959-07-13,M,Nakuru,Molo,N/A,"House 33, Langata Drive, Lenana",2024-05-19,INACTIVE,Eldoret Polytechnic,Welding,Hospitality,Completed,Certified
VOC-001351,MACHARIA NAMUKHULA,4616-7085,0113.833.49,namukhula.macharia@gmail.com,1953-06-25,M,Uasin Gishu,Moiben,Sergoit,"Plot 74, Lane 16, Ruiru",2025-12-02,INACTIVE,Meru Vocational Centre,Carpentry,Digital,Completed,Ongoing
VOC-001352,HARUN CHARITY KIPKEMOI,59735424,+25411116922,harun.kipkemoi@gmail.com,1979-12-14,F,Nairobi,Dagoretti South,Uthiru,"Plot 436, Lane 15, Jogoo",29/10/2024,INACTIVE,Kilifi Institute,Graphics Design,Artisan,Dropped Out,Ongoing
VOC-001353,ALEXANDER SOPHIA MASINDE,35976666,+25411737809,amasinde@gmail.com,08-08-1956,MALE,NAKURU,GILGIL,MALEWA WEST,"Plot 376, Ln 18, River Rd",13-08-2024,Inactive,Nakuru Industrial Training Centre,Carpentry,TECHNICAL,Enrolled,Ongoing
VOC-001354,SHARON NYABOKE ADOYO,17228318,+25411818423,sharon.adoyo@gmail.com,1955-05-09,M,Meru,South Imenti,Abogeta East,"Plot 363, Lane 17, Kilimani",10/04/2025,INACTIVE,Nakuru Industrial Training Centre,Graphics Design,Technical,Completed,Completed
VOC-001355,RIMBERIA IRENE CHEBET,14839862,+25473487345,R.chebet@yahoo.com,14-Jun-60,MALE,Nakuru,Nakuru Town East,Flamingo,"Plot 109, Lane 6, Ruaraka",01/22/2023,Pending,Kisumu Youth Skills Centre,Metalwork,DIGITAL,Dropped Out,Ongoing
VOC-001356,MULWA OKTH,34-213-769,010395744,M.okoth@gmail.com,1989-07-22,F,Uasin Gishu,Soy,Kapkures,"Plot 126, Lane 13, Uhuru",2024-12-26,ACTIVE,Kilifi Institute,Automotive,Technical,Dropped Out,Certified
VOC-001357,HAGGAI MBBAKA, 80422146,+254 771 393 41,haggaimbaka@yahoo.com,1983-02-24,F,Bomet,Bomet Central,Mutarakwa,"Plot 214, Lane 10, Ruiru",05/07/2024,ACTIVE,Kilifi Institute,Metalwork,Technical,Enrolled,Ongoing
VOC-001358,PEACE AUMA,34706155,+25478518361,peaceauma@outlook.com,1987-11-08,F,Kiambu,Kabete,Gitaru,"Plot 57, Lane 3, Mombasa Road",29/12/2024,INACTIVE,Nairobi Vocational Training Centre,ICT,Digital,In Progress,Ongoing
VOC-001359,JUDITH GEORGE KARANJA,81 803 895,+25411176130,Judith.karanja@gmail.com,1969-12-05,M,Kiambu,Ruiru,Kahawa Sukari,"Plot 19, Lane 19, Kileleshwa",10/10/2023,ACTIVE,Eldoret Polytechnic,Electrical,Digital,In Progress,Not Started
VOC-001360,MARY KIMANI MWAKIDEU,94-973-393,+25478619497,Mary.mwakideu@outlook.com,1964-11-27,F,Machakos,Machakos Town,Mutituni,"Plot 213, Lane 19, Ruaraka",2024-12-30,ACTIVE,Kisumu Youth Skills Centre,Carpentry,Technical,Dropped Out,Completed
VOC-001361,KIMEU NJJOROGE,26195804 ,+25477874459,kimeu.njoroge@gmail.com,1994-06-11,M,N/A,North Imenti,Nkubu,"House 85, Parklands Drive, Ruiru",2023-06-13,Not Provided,Kitale Technical College,Automotive,Hospitality,Completed,Completed
VOC-001362,CHARITY SAMUEL JEBET,65673607,+25472886916,cjebet@gmail.com,1999-05-23,F,Turkana,Turkana North,Kaeris,"Plot 275, Lane 14, Kangundo",31-Oct-24,INACTIVE,Meru Vocational Centre,Automotive,Artisan,Dropped Out,Ongoing
VOC-001363,JUDY GICHUKI,62508567,+25475974106,Judy@gmail.com,1977-07-28,M,Kisumu,Kisumu East,Manyatta 'B',"House 396, Ruaraka Road, Kangundo",21-Oct-2023,ACTIVE,Bomet Youth Polytechnic,Tailoring,Technical,Enrolled,Certified
VOC-001364,WANJIRU JMUA, 60267929,076 730 011,wanjiru12@gmail.com,1978-05-07,F,Kiambu,Kabete,Kabete,"Plot 235, Lane 12, Ngong Road",17-Jan-2024,ACTIVE,Kitale Technical College,Welding,Digital,In Progress,Certified
VOC-001365,B. G. CHEPKWONY, 61846177,+25472818178,benjamin.chepkwony@gmail.com,1993-02-06,F,Bungoma,Kanduyi,Marakaru/Tuuti,"Plot 419, Lane 18, Kilimani",25-May-2024,INACTIVE,Meru Vocational Centre,Metalwork,Hospitality,Dropped Out,Ongoing
VOC-001366,WAIRIMU KAMAU,65277579,+25476667799,Wairimu.kamau@yahoo.com,2003-02-16,M,Nairobi,Dagoretti North,Kilimani,"Plot 87, Lane 4, Likoni",2024-05-25,ACTIVE,Eldoret Polytechnic,Plumbing,Artisan,In Progress,Ongoing
VOC-001367,BARNABAS WARIMU,15 513 078,0704.695.45,bwairimu@gmail.com,1970-06-27,F,Kakamega,Shinyalu,Isukha South,"Plot 357, Lane 17, Kasarani",01-30-2023,INACTIVE,Eldoret Polytechnic,Carpentry,Artisan,Enrolled,Completed
VOC-001368,MUTINDA GILBERT MUNYAO,35980604,+25476316453,mutindamunyao@gmail.com,1969-02-23,M,Kiambu,Lari,Kamburu,"House 406, Kiambu Drive, Kangundo",25 Jan 2023,ACTIVE,Kilifi Institute,Catering,Technical,In Progress,Certified
VOC-001369,KANAMPIU SUSAN KINYUA,20985043,+25473997179,kinyuakanampiu@gmail.com,2001-05-16,F,Kiambu,Limuru,Bibirioni,"House 129, Mugumo Street, Waiyaki",20-12-2023,ACTIVE,Kakamega Youth Polytechnic,Metalwork,Digital,Dropped Out,Not Started
VOC-001370,NAISULA MOTUA,41-277-403,+25470668151,N.mutua@yahoo.com,1997-09-26,F,Kisumu,Kisumu Central,Market Milimani,"Plot 97, Lane 20, Parklands",07/06/2023,ACTIVE,Mombasa Technical Institute,Welding,Digital,Dropped Out,Certified
VOC-001371,BENJAMIN NDAGWA,65 261 046,+254 724-483-77,Benjamin52@gmail.com,1965-06-03,F,Kakamega,Mumias West,Etenje,"Plot 465, Lane 9, Tom Mboya",2024-06-25,ACTIVE,Meru Vocational Centre,Carpentry,Hospitality,Dropped Out,Completed
VOC-001372,MASINDE LSEHAN,32-258-756,+25471737499,m.leshan@yahoo.com,1984-11-04,F,Turkana,Turkana North,Kaeris,Not Provided,08/12/2024,ACTIVE,Meru Vocational Centre,Welding,Hospitality,Completed,Ongoing
VOC-001373,NAISULA OGESRO,1707-6084,0795.515.50,Naisula@gmail.com,1994-10-09,F,Mombasa,Likoni,Bofu,"Plot 63, Lane 14, Lavington",20/12/2024,ACTIVE,Meru Vocational Centre,Tailoring,Digital,In Progress,Ongoing
VOC-001374,MURIUKI LANGAT,62862467,+25475555607,Muriuki.langat@hotmail.com,1993-12-16,M,Kisumu,Nyakach,Central Nyakach,"Plot 358, Lane 13, Garden Estate",17/08/2024,ACTIVE,Eldoret Polytechnic,Tailoring,Artisan,In Progress,Certified
VOC-001375,DAVID KARIUKI CHERONO,12458919 ,25475184687,David.cherono@gmail.com,1993-09-25,M,Kiambu,Ruiru,Kahawa Sukari,"House 107, Uhuru Road, Kikuyu",25/02/2024,ACTIVE,N/A,Plumbing,Artisan,Completed,Not Started
VOC-001376,EMILY COLLINS KANGOGO,26699133,+25470656508,emily_kangogo@gmail.com,1998-11-05,M,Nairobi,Kibra,Makina,"Plot 349, Lane 12, Mombasa Road",13-Sep-2023,ACTIVE,Eldoret Polytechnic,Tailoring,Digital,Dropped Out,Ongoing
VOC-001377,ONSONGO MOMANYI,43 823 840,078 951 881,Momanyi.onsongo@outlook.com,1984-12-05,F,Nakuru,Bahati,Kabatini,"Plot 425, Lane 15, Garden Estate",15/09/2023,INACTIVE,Mombasa Technical Institute,Plumbing,Hospitality,In Progress,Completed
VOC-001378,MICHAEL MAWKISHA,77 368 102,0731-496-97,Michaelmwakisha@yahoo.com,1951-11-05,F,Kiambu,Limuru,Limuru Central,"Plot 31, Lane 18, Juja",02-02-2023,ACTIVE,Kisumu Youth Skills Centre,Tailoring,Technical,Dropped Out,Certified
VOC-001379,AOKO MUTISYA,94060783,+25410360211,Aoko53@hotmail.com,01/07/1970,F,Bomet,Chepalungu,Sigour,"Plot 464, Lane 19, Argwings Kodhek",2025-06-16,INACTIVE,Nakuru Industrial Training Centre,Catering,TECHNICAL,Completed,Completed
VOC-001380,JEBIWOTT NAFULA KOECH,20135745,+25478266756,jebiwott@yahoo.com,1986-08-13,M,Machakos,Yatta,Matuu,"Plot 64, Lane 6, Langata",09-09-2025,INACTIVE,Kisumu Youth Skills Centre,Welding,Artisan,Dropped Out,Completed
VOC-001381,TSUMA BRENDA,35100154,+25473315312,b.t@gmail.com,1993-11-05,MALE,Kakamega,Shinyalu,Isukha North,"Plot 195, Lane 3, Juja",13/06/2025,INACTIVE,Bomet Youth Polytechnic,Metalwork,ARTISAN,Enrolled,Ongoing
VOC-001382,KEVIN  NABWIRE,61911006 ,0778.844.07,kevin.nabwire@gmail.com,1974-11-15,F,Mombasa,Jomvu,Miritini,"Plot 115, Lane 6, Lenana",29-Jan-25,ACTIVE,Kilifi Institute,Automotive,Hospitality,Completed,Ongoing
VOC-001383,GATHONI ISAAC OMBATI,78380880,+25411400872,Gathoni.ombati@gmail.com,2001-09-10,F,Kakamega,Matungu,Koyonzo,"Plot 72, Lane 8, Karen",15-Sep-2024,ACTIVE,Kilifi Institute,ICT,Hospitality,In Progress,Not Started
VOC-001384,JEBET MUTWIRI NDUNDA, 40438156,25477489967,Jebet.ndunda@hotmail.com,1957-06-10,F,Mombasa,Jomvu,Mikindani,"Plot 147, Lane 6, Kasarani",20230702,ACTIVE,Nairobi Vocational Training Centre,Hairdressing,Artisan,Dropped Out,Completed
VOC-001385,MWANIA NEGWA,6179-3831,+254 743-158-93,mwania@gmail.com,1962-01-12,M,Mombasa,Jomvu,Miritini,"House 81, Likoni Street, River Road",07-Jan-2023,INACTIVE,Eldoret Polytechnic,Plumbing,Artisan,Completed,Certified
VOC-001386,CHEROTICH  ALICE  WABOMBA,90190366 ,25473956666,Cherotich.wabomba@yahoo.com,1979-01-27,F,Kilifi County,Kaloleni,Kayafungo,"House 411, Ngong Road Street, River Road",23/05/2023,INACTIVE,Bomet Youth Polytechnic,Hairdressing,Hospitality,Enrolled,Ongoing
VOC-001387,KALOKI MWAMBURI,41979969,+25479820515,Not Provided,1964-03-25,F,Turkana,Not Provided,Kalamon,"Plot 214, Lane 4, Ruaraka",2025-07-09,INACTIVE,Nairobi Vocational Training Centre,Graphics Design,Hospitality,In Progress,Not Started
VOC-001388,AUMA SAMUEL WANYONYI,55324613 ,25476180472,Auma.wanyonyi@gmail.com,1978-12-10,M,Nairobi,Kibra,Woodley,"Plot 323, Lane 11, Lenana",21-Nov-2023,ACTIVE,Machakos Technical Institute,Graphics Design,Technical,Enrolled,Not Started
VOC-001389,SYOKAU WEKEA,28156328 ,+25410986658,S.wekesa@gmail.com,1991-08-01,F,Kisumu,Kisumu East,Manyatta 'B',"Plot 391, Lane 12, Athi River",26-Aug-2025,INACTIVE,Meru Vocational Centre,Electrical,Hospitality,In Progress,Not Started
VOC-001390,SAMUEL J. MOHAMED,72373944,+25477536305,Samuel.mohamed@hotmail.com,NA,F,Kakamega,Not Provided,Mautuma,"Plot 291, Lane 4, Lavington",Not Provided,INACTIVE,Kisumu Youth Skills Centre,Masonry,Hospitality,Enrolled,Ongoing
VOC-001391,WAFULA NANJAL,9504-0154,011 200 680,wafula.nanjala@gmail.com,1976-08-24,F,Kilifi,Magarini,Sabaki,"Plot 64, Lane 11, Mombasa Road",14-01-2023,INACTIVE,Meru Vocational Centre,Carpentry,Digital,Dropped Out,Not Started
