beneficiary_id,full_name,national_id,phone_number,email,date_of_birth,gender,county,sub_county,ward,address,registration_date,status,school_name,education_level,course,scholarship_amount,academic_year
SCH-001172,D. Towett,86 986 647,078600525,dorothy.towett@gmail.com,1991-01-12,Male,Kilifi,Magarini,Sabaki,"Plot 154, Lane 14, Karen",02-03-2025,Pending,Alliance High School,Secondary,Computer Science,184170,2024/2025
SCH-001173,andrew muthaa osebe,15679986 ,+25472522868,andrew.osebe@outlook.com,1969-09-22,Male,Kiambu,Ruiru,Gatong'ora,"Plot 194, Lane 9, Kangundo",04/13/2024,Inactive,Kenyatta University,Certificate,Medicine,98360,2024/2025
SCH-001174,JUDITH OMBATI, 83601776,0756.288.66,judith.ombati@hotmail.com,1993-01-16,Female,Uasin Gishu,Soy,Kipsomba,"House 134, Thika Superhighway Street, Tom Mboya",12-Nov-2024,Inactive,Coast Institute of Technology,Diploma,Agriculture,128302,2022/2023
SCH-001175,MUMO SHARON MWOROA,13-306-687,075130750,mumo.mworoa@hotmail.com,1996-05-04,Male,Bungoma,Sirisia,Malakisi/South Kulisiru,"Plot 283, Lane 19, Kangundo",09/17/2023,Active,Kabianga High School,Certificate,Civil Engineering,369893,2022/2023
SCH-001176,Janet Mwania Karanja,12193862,076683162,janet.karanja@gmail.com,1978-09-27,Female,Kakamega,Mumias East,East Wanga,"House 365, Kikuyu Street, Kilimani",NULL,Inactive,University of Nairobi,Undergraduate,Computer Science,318170,2023/2024
SCH-001177,Robert Mokua,3055-9033,25479810500,rmokua@yahoo.com,1995-10-25,Male,Kiambu,Ruiru,Gatong'ora,N/A,03-May-2022,Inactive,,Undergraduate,Social Work,231246,2023/2024
SCH-001178,Cherotich Wabobma,90 190 366,25473956666,cherotich82@yahoo.com,1979-01-27,Female,Kilifi,Kaloleni,Kayafungo,"House 411, Ngong Road Street, River Road",2023-12-18,Inactive,Strathmore University,Diploma,Computer Science,177091,2025/2026
SCH-001179,Kioko Bett,11991297,075495137,k.b@outlook.com,1967-12-10,Female,Bungoma,Sirisia,Malakisi/South Kulisiru,"Plot 254, Lane 6, Parklands",03-Jul-2024,Active,Starehe Boys Centre,Certificate,Nursing,265167,2022/2023
SCH-001180,Naserian Jouma, 93792514,+254 704-070-31,NULL,1970-10-02,Female,Turkana,Turkana East,Lokichar,,18 Sep 2025,Inactive,Maranda High School,Undergraduate,Engineering,251983,2025/2026
SCH-001181,Alice Kimani,34608805,073222029,alice48@gmail.com,1998-03-14,Female,Trans Nzoia,Endebess,Chepchoina,"House 251, Juja Street, Jogoo",22-05-2025,Pending,Green Garden Academy,Secondary,Law,114961,2023/2024
SCH-001182,Kipkemboi Oppiyo,8193-3142,073 700 480,kopiyo@gmail.com,1974-04-03,Female,Kiambu,Githunguri,Ikinu,"House 192, Tom Mboya Avenue, Parklands",30-04-2024,Inactive,Kabianga High School,Undergraduate,Education,321594,2023/2024
SCH-001183,Miriam Njuguna Mutinda,88387626,010826798,miriammutinda@gmail.com,1980-04-22,Male,Uasin Gishu,Ainabkoi,Racecourse,"Plot 237, Lane 8, Likoni",08/27/2025,Inactive,Lenana School,Undergraduate,Civil Engineering,314122,2025/2026
SCH-001184,Nabea Nanjala Margaret, 66772359,0793-413-92,nanjala.nabea@gmail.com,1970-08-21,Female,Nairobi County,Lang'ata,Mugumu-ini,"Plot 354, Lane 19, Uhuru",29-10-2022,Active,Maranda High School,Diploma,Social Work,97464,2023/2024
SCH-001185,Agnes Flora Lubanga,83425325,070862890,agneslubanga@gmail.com,1981-01-11,Female,Nyeri,Kieni,Naromoru/Kiamathaga,"House 365, Ruiru Drive, Argwings Kodhek",2025-03-29,Active,Coast Institute of Technology,Secondary,Computer Science,447729,2023/2024
SCH-001186,Mutinda  Njuguna,6341-5303,+254 784-004-04,mutinda.njuguna@yahoo.com,1978-12-13,Female,Nakuru,Gilgil,Murindat,"Plot 43, Lane 17, Jogoo",05/19/2025,Active,Kabianga High School,Certificate,Accounting,232805,2023/2024
SCH-001187,Hannah Mwamburai,90611355,076264708,hannah.mwamburi@hotmail.com,1981-12-01,Female,Machakos,Machakos Town,Mutituni,"House 354, Langata Drive, Kikuyu",21-01-2023,Active,Kabianga High School,Postgraduate,Information Technology,206748,2024/2025
SCH-001188,Kiprop Gitonga,6519-2060,073759233,kipropgitonga@gmail.com,1969-02-15,Male,Kiambu,Kikuyu,Kikuyu,"Plot 12, Lane 8, Ngong",08-Mar-2025,Pending,JKUAT,Undergraduate,Public Health,257566,2025/2026
SCH-001189,Jonathan Nyambane,99571805,077888356,jonathan.nyambane@outlook.com,1986-12-14,Female,Kakamega,Butere,Marama South,"Plot 288, Lane 1, Lavington",01-02-2023,Pending,Strathmore University,Diploma,Journalism,117937,2024/2025
SCH-001190,Waithera Joseph Adoyo,46-102-405,010 770 909,joseph_waithera@yahoo.com,02-16-1987,MALE,Nairobi,Dagoretti North,Kileleshwa,Plot23Lane10Lenana,12-15-2022,pending,Moi High School Kabarak,CERTIFICATE,Engineering,244512,2024 /2025
SCH-001191,ALEXANDER WANGECI MWANGOLO,56268308 ,254 118 007 91,alexander.mwangolo@yahoo.com,1979-08-28,Female,Mombasa,Changamwe,Changamwe,"House 69, Jogoo Street, Athi River",08/08/2024,Inactive,Lenana School,Certificate,Accounting,296817,2022/2023
SCH-001192,ondieki simiyu gichuru,67-054-128,0799-486-84,ondieki_gichuru@yahoo.com,1964-04-02,F,Nairobi,Dagoretti South,Mutuini,Plot369Lane18Kangundo,23/12/2025,Active,Maseno University,CERTIFICATE,Architecture,393572,2025-2026
SCH-001193,Anna Omr,45 109 738,+254 783-022-73,a.o@gmail.com,2000-11-03,Female,Kilifi,Kaloleni,Mwanamwinga,"House 413, Kitisuru Street, Thika",21/07/2025,Pending,Moi High School Kabarak,Undergraduate,Education,251441,2022/2023
SCH-001194,Kinya Mutua,42292892,079934963,kinya.mutua@outlook.com,1962-01-28,Male,Nairobi,Dagoretti North,Kileleshwa,"House 4, Langata Drive, Mugumo",23 May 2024,Pending,Rift Valley Institute,Secondary,Engineering,106999,2025/2026
SCH-001195,M. Kipkemboi,1063-2635,254 773 868 14,mueni@gmail.com,03-16-1976,F,Bungoma,Sirisia,Namwela,Plot207Lane16Uhuru,18-Mar-2022,pending,Alliance High School,DIPLOMA,Agriculture,151287,2025-2026
SCH-001196,Ojwang Maatoke,51910609 ,+254 788 459 32,omatoke@gmail.com,1996-03-26,Female,Kisumu,Seme,North Seme,"House 443, Garden Estate Avenue, Karen",2024-01-03,Inactive,Moi University,Undergraduate,Economics,164392,2023/2024
SCH-001197,A. S. Gichuru,7435-4434,254 108 787 15,ann.gichuru@yahoo.com,N/A,Female,Meru,South Imenti,Igoji East,"House 74, Westlands Street, Juja",2023-02-21,Pending,Mang'u High School,Diploma,Journalism,160489,2025/2026
SCH-001198,bridget kiprono,41 665 325,+254 775-817-28,bridget.kiprono@gmail.com,1993-12-09,Male,Uasin Gishu,Kapseret,Ngeria,"Plot 466, Lane 9, Ngong",09/09/2024,Inactive,Maranda High School,Undergraduate,Medicine,270998,2023/2024
SCH-001199,Mwirigi Margaret Flora,75-796-428,0756.771.44,margaretmwirigi@gmail.com,2003-06-16,Male,Bomet,Chepalungu,Nyongores,"Plot 284, Lane 17, Kiambu",23/12/2023,Inactive,Maseno School,Secondary,Accounting,178192,2025/2026
SCH-001200,Wairimu Jeremiah Ali,14874387,072514925,aliwairimu@gmail.com,1992-06-28,Female,Nakuru,Nakuru Town East,Biashara,"Plot 301, Lane 7, Langata",14-Apr-24,Active,Mount Kenya University,Postgraduate,Nursing,201847,2024/2025
SCH-001201,Kebaso Esther,49 320 205,075 495 044,esther.kebaso@hotmail.com,1981-07-08,Female,Kiambu,Kikuyu,Kikuyu,"Plot 457, Lane 14, Kasarani",2023-01-07,Inactive,Maseno School,Certificate,Engineering,238971,2024/2025
SCH-001202,robert oduya,82486770 ,+254 729-913-00,robert.oduya@gmail.com,2002-07-18,Male,Kakamega,Shinyalu,Isukha West,"Plot 385, Lane 20, Mugumo",2024-04-19,Active,Prestige Academy,Certificate,Journalism,154807,2025/2026
SCH-001203,Muthoka  Kilonzo, 63659879,+254 114-202-63,muthoka.kilonzo@yahoo.com,1981-02-09,Male,Kilifi,Rabai,Kambe/Ribe,"Plot 432, Lane 15, Langata",04-10-2025,Inactive,Moi University,Secondary,Social Work,95531,2024/2025
SCH-001204,caroline kagwiria salim, 38790311,254 775 365 50,caroline.salim@gmail.com,1975-07-16,Male,Nakuru,Naivasha,Lake View,"House 281, Kenyatta Road, Kenyatta",03-09-2025,Pending,Egerton University,Undergraduate,Medicine,340342,2024/2025
SCH-001205,Kevin Sgei,3610-3070,254 709 262 19,k.sigei@gmail.com,20-Aug-1985,Male,Bungoma,Kabuchai,Kabuchai/Chwele,"House 88, Juja Drive, Mugumo",2022-01-18,A,Lenana School,POSTGRADUATE,Architecture,171226,2025- 2026
SCH-001206,Anthony Gikonyyo,79630194,073149419,anthony.gikonyo@hotmail.com,1961-12-16,Male,Uasin Gishu,Moiben,Kimumu,"Plot 90, Lane 19, Parklands",27-Dec-2024,,N/A,Postgraduate,Business,360090,2023/2024
SCH-001207,Kwamboka Salmi,1385-6812,0715-696-56,kwamboka_salim@yahoo.com,1978-11-02,Female,Nairobi,Dagoretti North,Kilimani,"House 353, Kitisuru Avenue, Moi Avenue",17/06/2024,Active,Maranda High School,Certificate,Information Technology,71029,2023/2024
SCH-001208,Timothy Musyoka Mugo,64788573,25478674161,timothy.mugo@yahoo.com,1986-06-17,Female,Trans Nzoia,Cherangany,Motosi,"Plot 1, Lane 13, Moi Avenue",01/29/2025,Inactive,St. Joseph's School,Undergraduate,Engineering,181304,2025/2026
SCH-001209,Muthuri Mitie,6054-3809,254 745 503 99,m.mitei@gmail.com,1971-08-10,Male,Trans Nzoia,,Cherangany/Suwerwa,"House 9, Moi Avenue Drive, Tom Mboya",,Active,University of Nairobi,Secondary,Public Health,84918,2024/2025
SCH-001210,JEPKOECH CHERONO, 40317689,+25410503433,jepkoech.cherono@yahoo.com,1994-08-06,Female,Turkana,Turkana West,Kakuma,"House 40, Mombasa Road Road, Argwings Kodhek",2022-01-09,Active,Maseno School,Secondary,Law,173625,2024/2025
SCH-001211,Benjamin Cepkwony,61 846 177,+254 728 181 78,N/A,1993-02-06,Female,Bungoma,Kanduyi,Marakaru/Tuuti,"Plot 419, Lane 18, Kilimani",05/22/2023,,Coast Institute of Technology,Certificate,Business,357894,2023/2024
SCH-001212,Nanjala Muaslia,6815-2649,079 923 390,nanjala21@gmail.com,14-Jan-1988,MALE,NULL,Rabai,Ruruma,"Plot 404, Ln 19, Ngong Rd",NULL,A,JKUAT,POSTGRADUATE,Agriculture,78483,2024-2025
SCH-001213,J. Wachira,8564-3715,0722-459-18,,1992-12-07,Male,Uasin Gishu,Soy,Kapkures,"House 33, Argwings Kodhek Road, Lavington",09 May 2022,N/A,Eldoret National Polytechnic,Undergraduate,Public Health,313944,2024/2025
SCH-001214,Wambui Mwwamburi,37383624,076804098,N/A,2001-06-24,Male,Kakamega,NULL,,"Plot 374, Lane 17, Limuru",2025-08-10,Active,Kenya High School,Certificate,Agriculture,241924,2025/2026
SCH-001215,Wachira Kamande,97 037 399,011606356,wachira56@hotmail.com,1964-06-02,Female,Nairobi,Kibra,Sarang'ombe,"House 318, Kangundo Road, Juja",2024-09-11,Pending,Maranda High School,Undergraduate,Public Health,273406,2024/2025
SCH-001216,MURIUKI NDUNDA,3951-0147,254 707 664 43,muriukindunda@yahoo.com,2003-05-10,Male,NAKURU,Subukia,Kabazi,"HOUSE 181, TOM MBOYA AVENUE, WAIYAKI",21/08/2022,active,Maranda High School,SECONDARY,Education,434883,2024 / 2025
SCH-001217,Matthew Nzioka,80973199,011373722,matthew.nzioka@gmail.com,1970-07-12,Male,Bomet,Chepalungu,Nyongores,"Plot 471, Lane 2, Karen",17-Oct-24,Pending,Maseno University,Secondary,Medicine,134003,2025/2026
SCH-001218,Alexander  Mwakideu,52097153,077846866,alexander.mwakideu@outlook.com,1976-02-23,Female,Kiambu,Kiambu,Ndumberi,"Plot 469, Lane 8, Kilimani",25/04/2023,Active,Strathmore University,Postgraduate,Civil Engineering,216277,2024/2025
SCH-001219,"Mungai, Silas Peace",87-368-164,0709.609.50,silas.mungai@gmail.com,1979-12-19,Female,Uasin Gishu,Turbo,N/A,"Plot 296, Lane 11, Athi River",N/A,Inactive,N/A,Postgraduate,Journalism,335188,2023/2024
SCH-001220,"Macharia, Namukhula",4616-7085,011383349,namukhula.macharia@gmail.com,1953-06-25,Male,Uasin Gishu,Moiben,Sergoit,"Plot 74, Lane 16, Ruiru",09/02/2025,Active,Maranda High School,Secondary,Social Work,167379,2025/2026
SCH-001221,I. Mwirigi,55 161 836,+254 112 936 97,irene.mwirigi@gmail.com,1976-05-18,Male,Machakos,Kangundo,Kangundo West,"Plot 29, Lane 18, Mugumo",23-Nov-2025,Inactive,Strathmore University,Diploma,Accounting,238276,2022/2023
SCH-001222,Oduya Khaemba,87653536,070304483,oduya.khaemba@gmail.com,02-Jan-00,male,NAKURU,Molo,Elburgon,"PLOT 247, LANE 6, LAVINGTON",27-03-2024,INACTIVE,Kenya Methodist University,UNDERGRADUATE,Accounting,210553,2024-2025
SCH-001223,Kanampiu Muslia,84166566 ,25477504276,kanampiu.musalia@gmail.com,1965-04-22,Male,Nyeri,Mathira,Iriaini,"Plot 165, Lane 4, Kenyatta",20231025,Inactive,Maseno University,Undergraduate,Agriculture,347606,2022/2023
SCH-001224,Syokau Kivuva,78497889,074453150,syokau.kivuva@outlook.com,1970-10-15,Female,Mombasa,Nyali,Mkomani,"Plot 75, Lane 3, Langata",05/02/2025,Active,,Certificate,Law,148423,2022/2023
SCH-001225,Rose Mitei,60 012 498,+254 752 917 52,rosemitei71@hotmail.com,23-07-1982,FEMALE,Nyeri,Othaya,Iria-ini,"House 357, Ruiru St, Thika",2024-07-29,ACTIVE,Coast Institute of Technology,CERTIFICATE,Social Work,224699,2022 /2023
SCH-001226,Jebet  Harun  Mulandi,7038-8500,0105-708-88,jebet.mulandi@gmail.com,1960-10-22,Female,Uasin Gishu,Ainabkoi,Kaptagat,"Plot 277, Lane 15, Ngong Road",02-Jul-25,Pending,Strathmore University,Secondary,Information Technology,397066,2024/2025
SCH-001227,"Kipchumba, Wambugu", 50790697,0776-864-48,wambugu97@gmail.com,09-03-1997,MALE,Nakuru,Gilgil,Gilgil,"Plot 92, Lane 8, Likoni",12-10-2025,INACTIVE,Lenana School,SECONDARY,Social Work,177783,2022- 2023
SCH-001228,Jane Ndegaw,25851419,071888900,jane.ndegwa@gmail.com,1969-12-06,Female,Nakuru,Molo,Elburgon,"House 372, Westlands Road, Kilimani",06/07/2025,Active,Kenyatta University,Secondary,Civil Engineering,380642,2023/2024
SCH-001229,"Baya, Onyango Allan", 17773636,0724.473.98,onyango.baya@hotmail.com,N/A,Male,Machakos,Matungulu,Kyeleni,"Plot 304, Lane 1, Juja",23/05/2022,Pending,Mount Kenya University,Diploma,Medicine,211956,2023/2024
SCH-001230,Kipkorir Mogaka Kerubo,89426243 ,+25472701568,mogaka.kipkorir@hotmail.com,1972-08-24,Male,Bungoma,Mt. Elgon,Kaptama,"House 246, Thika Superhighway Road, River Road",20220202,Pending,Kenya Methodist University,Diploma,Education,403982,2025/2026
SCH-001231,Martha Acheing,95 094 024,+25474507541,martha.achieng@outlook.com,1984-05-27,Female,Kakamega,Butere,Marama South,"Plot 246, Lane 5, Ngong",02/02/2023,Pending,Maseno University,Postgraduate,Information Technology,312610,2023/2024
SCH-001232,Leah Cherono,28237898,076702756,leah.cherono@outlook.com,1977-07-15,Male,Kakamega,Lugari,Mautuma,"House 143, Likoni Road, Ruiru",07-12-2022,Active,Maranda High School,Undergraduate,Business,197027,2022/2023
SCH-001233,Gathoni Bett,71524281,072589739,gathoni.bett@gmail.com,2003-05-21,Male,Machakos,Machakos Town,Mutituni,"Plot 406, Lane 20, Parklands",2025-11-06,Inactive,Maseno University,Diploma,Journalism,155611,2022/2023
SCH-001234,Awino Jepkoech Kipkorir,91786040,,,03-Dec-97,M,Turkana,Turkana East,Kapedo/Napeitom,"House 141, Kangundo Avenue, Tom Mboya",24-Oct-23,N/A,Coast Institute of Technology,SECONDARY,Agriculture,129189,2022–2023
SCH-001235,SAMUEL MWANIA,18-115-148,077 189 334,samuel.mwania@yahoo.com,1971-02-06,Female,Uasin Gishu,Turbo,Kiplombe,"Plot 292, Lane 7, Karen",20-Jan-2023,Pending,Eldoret National Polytechnic,Undergraduate,Civil Engineering,293395,2025/2026
SCH-001236,Flora Stephen Mumo,89118492,078801964,floramumo@gmail.com,1981-10-10,Male,Uasin Gishu,Ainabkoi,Racecourse,"Plot 325, Lane 17, River Road",14-06-2024,Active,Moi High School Kabarak,Undergraduate,Education,460978,2023/2024
SCH-001237,Benjamin Chepkirui,19576043,078423918,chepkiruibenjamin@gmail.com,2006-04-26,Female,Mombasa,Changamwe,Airport,"House 365, Argwings Kodhek Drive, Tom Mboya",09 Oct 2025,Inactive,Kabianga High School,Secondary,Information Technology,417029,2023/2024
SCH-001238,Ombati Nabwire,19 717 833,254 118 777 96,ombatinabwire@hotmail.com,1992-08-13,Female,Kakamega,Ikolomani,Idakho East,"House 15, Thika Superhighway Drive, Uhuru",2023-05-23,Inactive,Lenana School,Diploma,Education,110550,2024/2025
SCH-001239,Chebet Wanjohi,89-013-846,011139312,c.wanjohi@hotmail.com,1973-05-27,Female,Nyeri,Kieni,Gatarakwa,"Plot 167, Lane 11, Langata",30-01-2023,Pending,Prestige Academy,Secondary,Journalism,274476,2023/2024
SCH-001240,Nahum Oknello,33-851-205,+25411682534,nahumokello@hotmail.com,1991-09-09,Female,Kisumu,Nyakach,North Nyakach,"House 228, Thika Superhighway Street, Argwings Kodhek",09-Oct-24,Pending,Kabianga High School,Certificate,Journalism,172267,2024/2025
SCH-001241,onsongo george wambugu,3204-6483,25478744602,onsongo.wambugu@outlook.com,1968-06-04,Male,Uasin Gishu,Ainabkoi,Ainabkoi/Olare,"Plot 63, Lane 2, Kangundo",04-10-2025,Pending,St. Joseph's School,Postgraduate,Architecture,172867,2023/2024
SCH-001242,Margaret Auma,28164926,072649850,margaret.auma@outlook.com,1976-03-05,Female,Mombasa,Changamwe,Miritini,"Plot 356, Lane 15, Ngong",07-Jun-22,Pending,Lenana School,Secondary,Public Health,116894,2024/2025
SCH-001243,"Chepngeno, Malachi Rose",2800-8622,0718-314-40,malachi.chepngeno@yahoo.com,1986-04-27,Female,NAKURU,Kuresoi South,Amalo,"House 21, Waiyaki Avenue, Kangundo",05/31/2024,Active,Maseno School,Diploma,Journalism,365112,2025/2026
SCH-001244,Nahum Mitie, 15200255,+254 709-329-68,miteinahum@gmail.com,1977-12-16,Male,Nairobi,Dagoretti South,Waithaka,"Plot 287, Lane 18, Argwings Kodhek",01-Jan-2024,Active,Kenya Methodist University,Postgraduate,Engineering,404575,2022/2023
SCH-001245,mwania nekesa,32-650-041,070 520 515,mwania.nekesa@yahoo.com,1966-06-06,Female,Bomet,Sotik,Ndanai/Abosi,"House 396, Thika Superhighway Drive, Uhuru",05-Oct-2024,Active,Lenana School,Diploma,Agriculture,312651,2025/2026
SCH-001246,Chepkorir Mutuune,75655873 ,0795.320.16,cmutune@yahoo.com,2001-04-28,Female,BUNGOMA,,Elgon,"House 172, Moi Avenue Road, Parklands",12/15/2025,,Coast Institute of Technology,Postgraduate,Economics,133581,2025/2026
SCH-001247,M. S. Mworoa,13 306 687,25475130750,mumo.mworoa@hotmail.com,1996-05-04,Male,Bungoma,Sirisia,Malakisi/South Kulisiru,"Plot 283, Lane 19, Kangundo",09/17/2023,Active,Kabianga High School,Certificate,Civil Engineering,369893,2022/2023
SCH-001248,Ronald Oar,53 764 429,0116-486-16,r.o@gmail.com,1984-03-20,Male,Trans Nzoia,Kwanza,Bidii,"Plot 266, Lane 12, Limuru",2024-07-03,Active,Kenyatta University,Postgraduate,Information Technology,169676,2024/2025
SCH-001249,Chepkoech Rnoo,97670851 ,0729-130-74,chepkoech_rono@hotmail.com,1990-10-01,Male,Nakuru,Molo,Marioshoni,"Plot 279, Lane 11, Kangundo",20240109,Pending,Kenya High School,Postgraduate,Social Work,356656,2023/2024
SCH-001250,Oduya Khaemba,87653536,070304483,oduya.khaemba@gmail.com,02-Jan-00,male,NAKURU,Molo,Elburgon,"PLOT 247, LANE 6, LAVINGTON",27-03-2024,INACTIVE,Kenya Methodist University,UNDERGRADUATE,Accounting,210553,2024-2025
SCH-001251,ADHIAMBO BARNABAS KINYA, 58537393,25411169161,adhiambo.kinya@gmail.com,1975-09-04,Female,Nairobi,Kasarani,Kamulu,"Plot 330, Lane 5, Moi Avenue",2024-10-08,Inactive,Kenyatta University,Certificate,Economics,153464,2025/2026
SCH-001252,Kiprop Leshn,7965-1607,25473237015,k@gmail.com,1984-02-05,Male,Bungoma,Webuye West,Sitikho,"plot 89, lane 2, ngong",18/01/2025,inactive,University of Nairobi,POSTGRADUATE,Public Health,90622,2024–2025
SCH-001253,Allan Gitobu,81624345,074227391,NULL,1983-03-15,Female,Trans Nzoia,Endebess,,,02/07/2024,Pending,Prestige Academy,Certificate,Law,163726,2025/2026
SCH-001254,Nabwire  Naliaka  Muriuki,53 771 746,+25471338025,nabwire.muriuki@outlook.com,2004-05-02,Male,Uasin Gishu,Soy,Kapkures,"Plot 411, Lane 8, Tom Mboya",01/12/2025,Active,Lenana School,Certificate,Business,240965,2025/2026
SCH-001255,Kinya Opiyo,24230201,,N/A,12-Oct-1957,Male,Nairobi,Westlands,,"plot 409, lane 20, river road",28-Jul-2025,Inactive,Rift Valley Institute,SECONDARY,Business,142241,2023 /2024
SCH-001256,Habakkuk Gacherru,67426412,079530326,hgacheru29@gmail.com,22-02-1986,M,Kiambu,Limuru,Limuru Central,"House 202, Mugumo Road, Uhuru",04-07-2023,pending,Strathmore University,UNDERGRADUATE,Engineering,323127,2024–2025
SCH-001257,JOHN ONSONGO,81-344-862,0712-954-72,john.onsongo@gmail.com,1971-12-01,Male,Nairobi,Kibra,Makina,"House 202, Ngong Road Road, Ruaraka",13-Sep-2023,Inactive,Mount Kenya University,Undergraduate,Civil Engineering,182383,2024/2025
SCH-001258,Ogero Wanjiru, 17170147,011905958,NULL,,Female,Mombasa,Changamwe,Chaani,"House 307, Lavington Road, Ruiru",28/09/2024,Inactive,N/A,Secondary,Education,207877,2024/2025
SCH-001259,Rimberia Wamalwa Njuguna, 59388622,+254 113-951-24,wamalwa.rimberia@outlook.com,1978-11-20,Female,Uasin Gishu,Moiben,Tembelio,"Plot 376, Lane 14, Ruiru",06-May-2023,Active,St. Joseph's School,Postgraduate,Nursing,422272,2022/2023
SCH-001260,Gichuru Okelloo,76703346,078352751,gichuru_okello@outlook.com,1992-05-14,Male,Trans Nzoia,Saboti,Machewa,"House 249, Kikuyu Avenue, Kenyatta",18/04/2025,Active,Moi University,Certificate,Social Work,223012,2024/2025
SCH-001261,Masinde Muselia,86830303 ,+25472364962,m.m@hotmail.com,1981-02-15,Male,Kiambu,Ruiru,Kahawa Wendani,"House 21, Karen Drive, Lavington",02/01/2024,Inactive,Lenana School,Postgraduate,Law,212290,2024/2025
SCH-001262,Anna Omsar,45109738 ,0783-022-73,annaomar@gmail.com,2000-11-03,Female,Kilifi,Kaloleni,Mwanamwinga,"House 413, Kitisuru Street, Thika",21/07/2025,Pending,Moi High School Kabarak,Undergraduate,Education,251441,2022/2023
SCH-001263,Achieng Oleila,36810554,010802469,achieng.olela@gmail.com,1984-05-15,Female,Kakamega,Butere,Marama North,"Plot 210, Lane 14, Athi River",15/04/2023,Pending,Maseno University,Undergraduate,Architecture,204538,2023/2024
SCH-001264,Gitonga Jepkorir,57802228,072547152,gjepkorir@gmail.com,2001-07-25,Female,N/A,Limuru,NULL,"House 182, Kileleshwa Drive, Westlands",09/03/2023,Active,Strathmore University,Secondary,Economics,158088,2024/2025
SCH-001265,GATHONI NAMUKHULA,63604794,078547025,gathoni.namukhula@yahoo.com,1963-02-20,Female,KIAMBU,RUIRU,KAHAWA SUKARI,"House 69, Parklands Road, Kiambu Road",09-07-2025,Inactive,Lenana School,Undergraduate,Public Health,309085,2024/2025
SCH-001266,Mwania Nduneg,87083341,NULL,mwania.ndunge@outlook.com,2004-01-28,Female,Uasin Gishu,,NULL,"House 217, Langata Drive, Ruiru",2024-08-22,Inactive,University of Nairobi,Postgraduate,Computer Science,411947,2025/2026
SCH-001267,Gitobu Mboru,56995391,071625769,g.mburu@gmail.com,12 Jul 2006,Female,Turkana,Turkana South,Katilu,"plot 378, lane 14, outering",2024-05-20,INACTIVE,Maseno School,UNDERGRADUATE,Agriculture,333036,2025-2026
SCH-001268,Bridget Towettt,84286913 ,0113.020.20,bridget@hotmail.com,1968-10-11,Male,Mombasa,Kisauni,Mtopanga,"House 15, Langata Street, Kangundo",20240128,Pending,Mount Kenya University,Undergraduate,Information Technology,79273,2024/2025
SCH-001269,Hannah  Wanyonyi  Mogaka,36 252 609,0789-871-65,hannah.mogaka@hotmail.com,1975-01-06,Female,NULL,Tigania West,,"Plot 155, Lane 13, Westlands",03 Aug 2024,Active,Moi High School Kabarak,Postgraduate,Journalism,198235,2025/2026
SCH-001270,muthoni opiyo,55-649-927,254 118 701 18,muthoni.opiyo@yahoo.com,1970-07-11,Male,Kilifi,,Mariakani,"Plot 215, Lane 7, Tom Mboya",12-Dec-2024,Pending,Alliance High School,NULL,Law,261618,2025/2026
SCH-001271,Senteu Mwango,95430630,070440398,senteu.mwango@gmail.com,1997-02-15,Male,Nairobi,Westlands,Kitisuru,"House 108, Jogoo Road, River Road",2025-05-19,Inactive,Kenyatta University,Postgraduate,Public Health,163847,2022/2023
SCH-001272,Mutisya Harun Kiprop,26692837,070586668,NULL,11-Jun-1977,F,Kilifi,Kilifi South,Chasimba,Plot 69 Lane 3 Kangundo,2025-04-12,pending,Coast Institute of Technology,UNDERGRADUATE,Law,428265,2024–2025
SCH-001273,DIANA PHILEMON OTULA,89-362-594,254 774 900 44,diana.otula@hotmail.com,1988-12-09,Male,Nyeri,Kieni,Mwiyogo/Endarasha,"House 480, Parklands Street, Garden Estate",30 Jun 2022,Pending,Prestige Academy,Diploma,Business,143014,2025/2026
SCH-001274,Kipkorir Oella,12152239 ,0723-062-97,kipkorirolela@gmail.com,1961-06-01,Female,Nairobi,Dagoretti North,Kilimani,"House 118, Westlands Road, Juja",2023-04-26,Active,Kenya Methodist University,Secondary,Accounting,158999,2025/2026
SCH-001275,Awino Kichirchir,77 409 527,+254 795 312 25,a.kipchirchir@gmail.com,1948-03-18,Male,Turkana,Turkana Central,Kalokol,"Plot 411, Lane 11, Jogoo",19/01/2024,Pending,St. Joseph's School,Postgraduate,Public Health,135285,2025/2026
SCH-001276,Auma Muugo,53158132 ,0734.715.66,aumamugo@outlook.com,1977-03-24,Male,Kiambu,Githunguri,Githiga,"Plot 191, Lane 20, Argwings Kodhek",2024-01-07,Pending,Kabianga High School,Certificate,Information Technology,316829,2022/2023
SCH-001277,Kathure Btet, 35966874,+25473240343,bettkathure@gmail.com,1975-12-18,Female,Nairobi,Dagoretti North,Kileleshwa,"House 172, Mombasa Road Avenue, Karen",24-Aug-24,Active,JKUAT,Diploma,Law,423009,2025/2026
SCH-001278,wanyonyi kiprop owuor,34 216 590,+254 739-970-32,wanyonyi.owuor@gmail.com,1993-02-20,Female,Mombasa,Jomvu,Miritini,"Plot 439, Lane 6, Kilimani",09-07-2023,Inactive,Moi University,Certificate,Social Work,151998,2023/2024
